p	max	2000	40000
n	1	s	
n	2	t	
a	579	1784	5318
a	1543	352	8502
a	1361	138	8438
a	1649	1407	8209
a	980	1020	4382
a	459	211	6951
a	756	539	3312
a	385	660	3865
a	518	1828	8352
a	1042	1782	4031
a	1357	1819	6882
a	560	1953	852
a	1415	659	8227
a	1632	1541	2969
a	357	1173	5935
a	1906	328	7895
a	1952	608	8500
a	315	1377	5256
a	1557	279	9173
a	1723	1011	5863
a	1564	565	719
a	1179	593	136
a	900	86	1674
a	1727	40	6036
a	1141	1083	1366
a	496	393	2745
a	1328	1512	4515
a	205	1391	6036
a	1423	1599	9557
a	376	1615	6251
a	1277	1995	4313
a	1337	398	8698
a	507	523	1631
a	1657	1109	4060
a	880	1747	9654
a	1821	164	5167
a	1325	1493	394
a	1844	123	1305
a	1445	144	3724
a	435	327	3386
a	1841	959	1775
a	1825	274	8136
a	1961	178	351
a	358	1713	429
a	1857	97	1189
a	310	1760	5356
a	1693	795	7999
a	1073	946	105
a	1859	559	9938
a	1444	815	379
a	1997	645	8544
a	895	15	5173
a	828	468	2592
a	208	1845	7009
a	519	549	281
a	443	62	7746
a	1347	1212	4900
a	641	703	6781
a	929	1119	3129
a	454	1746	7133
a	761	1604	9561
a	318	777	9078
a	1761	751	13
a	161	1618	7842
a	412	1250	9784
a	901	886	6612
a	1860	757	3618
a	442	109	5033
a	204	1148	3902
a	818	1684	2996
a	1954	1082	5663
a	63	1291	9547
a	368	1161	2780
a	118	1289	2484
a	732	1761	1760
a	1868	1003	6540
a	162	495	5907
a	1820	1466	8583
a	771	1447	409
a	625	1115	1249
a	1089	1184	7349
a	846	1745	4964
a	1517	1124	3804
a	751	1628	2467
a	659	395	8051
a	184	1897	1199
a	1378	1373	770
a	977	92	2640
a	114	1922	4992
a	1417	1295	8788
a	105	297	3124
a	1251	1394	8698
a	1691	753	3610
a	1548	350	5311
a	1878	957	716
a	1200	52	3975
a	1677	1598	3258
a	1737	275	3066
a	1368	1482	2983
a	1654	1236	1099
a	1518	1852	5667
a	1034	1867	9389
a	476	1003	1246
a	1748	629	6137
a	1128	790	4709
a	1697	1329	8031
a	526	1019	1192
a	1873	1848	3567
a	505	1377	693
a	69	1184	5555
a	666	1426	8223
a	173	982	135
a	604	1438	4461
a	270	1808	7423
a	198	427	4826
a	527	1763	7414
a	1678	1638	2452
a	1699	1365	5952
a	82	1212	9215
a	797	1837	7760
a	656	1139	6231
a	472	96	1361
a	1177	1975	4626
a	1502	1318	7001
a	1680	1030	7794
a	1449	279	8189
a	56	1742	1727
a	328	1107	2122
a	868	1913	2253
a	1864	1394	160
a	1075	493	7848
a	944	857	6020
a	1935	19	6057
a	738	1538	4570
a	925	570	111
a	526	55	5792
a	895	892	6270
a	752	198	7577
a	443	783	530
a	1058	596	1210
a	196	973	8708
a	913	995	3417
a	1962	1006	1052
a	1231	615	1668
a	168	38	1052
a	1314	1105	498
a	726	1365	6486
a	908	802	7617
a	1334	1464	596
a	1484	493	6746
a	1115	1127	7718
a	135	1011	5576
a	1737	1259	4112
a	568	566	3188
a	990	269	6871
a	370	682	824
a	842	1897	9213
a	63	669	6354
a	1497	1023	9727
a	1188	328	8625
a	1301	567	3734
a	1981	405	1718
a	595	76	872
a	872	839	3085
a	1810	351	9358
a	1561	611	5925
a	911	1808	1260
a	1501	48	3463
a	235	429	2605
a	1028	1819	381
a	1083	336	4378
a	1302	50	2924
a	440	546	356
a	239	146	7236
a	262	175	5743
a	908	1929	2149
a	190	1958	2674
a	584	1645	8520
a	1050	1978	4351
a	1972	797	5395
a	118	1156	3238
a	690	573	1829
a	506	926	7874
a	750	757	9249
a	607	1300	2336
a	26	1273	7584
a	1739	1191	7880
a	120	488	4469
a	162	1545	5656
a	1501	500	4533
a	996	236	5833
a	1609	491	8276
a	373	1131	6785
a	802	421	6614
a	1157	637	6218
a	753	1733	822
a	398	1660	7771
a	428	519	2286
a	905	1640	4965
a	1576	651	3779
a	1687	1213	7005
a	963	906	8953
a	414	566	396
a	398	475	2493
a	308	93	1009
a	737	1125	2250
a	368	704	4919
a	536	248	947
a	216	517	9731
a	900	1685	1564
a	1594	115	9975
a	2000	838	6700
a	1123	1261	2215
a	1933	1198	7992
a	1255	1068	5033
a	796	425	2256
a	941	848	5445
a	1831	211	7289
a	565	228	1777
a	1026	1430	4298
a	413	1687	4746
a	551	401	9890
a	1215	126	435
a	1162	886	8448
a	131	1678	9852
a	244	736	1395
a	421	1913	9272
a	580	1334	4980
a	1300	1395	1985
a	1636	95	8150
a	1668	338	4778
a	1619	1496	6832
a	1377	1989	926
a	1170	1970	5320
a	1755	744	7122
a	102	1580	8130
a	1873	1393	6935
a	985	1884	5934
a	106	1375	1157
a	1965	1313	9054
a	835	1162	5635
a	664	1378	5376
a	498	1928	8547
a	1567	1214	4593
a	1261	1941	5649
a	998	1861	6740
a	546	858	5017
a	82	1655	6422
a	380	1444	7739
a	94	1422	83
a	594	942	8692
a	926	625	7654
a	1850	1105	5011
a	801	1116	322
a	1871	681	8236
a	296	644	8754
a	1570	1219	146
a	1098	1556	7097
a	1169	730	8293
a	1298	1022	6432
a	751	1718	8905
a	1953	1878	6625
a	1542	1280	3940
a	735	1846	5243
a	608	203	6598
a	1069	978	6956
a	1765	1205	6789
a	1973	652	2509
a	338	1716	6203
a	1350	965	2349
a	1334	478	497
a	783	1612	494
a	1726	972	6243
a	220	688	3951
a	1034	394	9871
a	1417	514	2006
a	909	1426	25
a	1725	632	2014
a	1619	237	9099
a	1566	932	5096
a	1933	1439	5133
a	1990	516	9154
a	1939	611	814
a	154	1476	7184
a	954	623	9936
a	1510	1796	9502
a	398	1739	7574
a	1129	187	9073
a	1699	1551	3264
a	1415	686	4936
a	1850	1993	636
a	1940	1867	4064
a	679	243	6029
a	1915	465	9647
a	225	1478	265
a	222	1950	8822
a	1066	319	7830
a	1451	235	6139
a	238	912	2134
a	1695	388	3781
a	21	886	6454
a	173	1115	3097
a	969	592	7955
a	1879	856	7767
a	1558	887	893
a	1028	774	7121
a	1155	1548	6156
a	1487	675	317
a	348	554	722
a	1233	448	1326
a	650	1100	543
a	27	7	8147
a	995	866	1088
a	3	1730	6837
a	1186	1737	2363
a	1993	1071	2480
a	891	693	1502
a	801	685	1314
a	893	1055	1390
a	1654	506	8698
a	1271	814	7937
a	1405	1368	579
a	1684	1235	3619
a	1114	1639	2462
a	1137	270	6566
a	289	1310	9570
a	1022	792	5327
a	554	1282	5037
a	1455	148	6775
a	1598	1544	4412
a	1983	1526	8350
a	348	110	9632
a	1768	519	790
a	163	1766	7325
a	1348	1515	1776
a	486	36	2006
a	1436	1162	7061
a	59	82	9827
a	818	1777	2193
a	107	686	150
a	589	542	7974
a	63	907	6302
a	1919	6	5918
a	616	1208	7411
a	1301	321	2464
a	23	725	1007
a	1932	500	6121
a	498	451	2949
a	445	712	6354
a	25	1358	8926
a	313	46	8263
a	207	1138	9029
a	1198	405	2878
a	1039	915	1191
a	391	567	9751
a	437	405	7707
a	898	649	2500
a	1269	512	8215
a	409	1388	8398
a	1670	866	7823
a	310	1512	1957
a	808	882	9221
a	1603	1693	8024
a	134	494	6162
a	1296	651	2117
a	798	769	9542
a	1446	669	7739
a	720	1801	5145
a	1160	1654	3862
a	1414	1931	2603
a	888	1071	665
a	1418	178	1478
a	466	1917	5111
a	682	137	9818
a	645	3	9413
a	811	295	9612
a	758	1716	4554
a	1408	787	5648
a	753	20	8528
a	1982	797	1060
a	1272	1028	743
a	349	1389	9841
a	1539	1232	7474
a	356	543	4551
a	732	1414	1422
a	1744	146	3182
a	930	730	3642
a	515	696	1330
a	354	1756	9997
a	593	636	6580
a	1358	1333	8729
a	1819	1317	3292
a	1257	1138	8507
a	1275	233	2439
a	1058	561	221
a	980	1979	6210
a	106	616	8844
a	438	571	2550
a	1383	583	2475
a	1293	347	5501
a	1076	925	2409
a	675	540	1079
a	1535	792	9290
a	112	344	6815
a	1638	1327	5968
a	1149	1490	3606
a	986	1242	3073
a	430	190	251
a	584	1462	4939
a	1048	1105	2826
a	506	1568	4998
a	347	1644	4744
a	1587	184	407
a	1605	1999	4472
a	1082	816	8408
a	1988	1468	2197
a	1750	695	7463
a	1035	1214	1848
a	1386	490	3674
a	1863	876	3224
a	1612	1472	9327
a	1464	1348	5291
a	78	1934	5625
a	311	1648	628
a	571	27	2636
a	329	1684	9126
a	631	1931	1026
a	1253	1223	5164
a	492	1239	2027
a	137	698	4799
a	192	1851	420
a	1047	950	9939
a	614	1621	4162
a	1294	897	1474
a	1153	455	8589
a	69	1532	5537
a	457	1062	8532
a	878	1622	2918
a	1420	603	1340
a	1814	1807	7268
a	1676	1592	5187
a	244	1225	6728
a	1899	629	3513
a	1994	1239	7675
a	728	1814	8644
a	1555	1121	6240
a	1078	10	9372
a	1087	808	8486
a	231	1086	3695
a	1179	798	3268
a	990	517	3559
a	224	1224	3839
a	277	1330	4940
a	764	1766	2573
