p	max	500	20000
n	1	s	
n	2	t	
a	42	294	2473
a	134	350	3183
a	450	3	3041
a	99	312	615
a	366	262	1880
a	313	378	2854
a	84	418	1119
a	86	240	3450
a	400	417	3036
a	95	98	64
a	448	445	3419
a	164	425	395
a	436	406	3055
a	364	144	4
a	140	257	764
a	269	99	3196
a	435	327	406
a	98	407	2035
a	386	48	1144
a	478	442	645
a	358	220	4338
a	164	109	4429
a	272	198	3244
a	92	479	3446
a	281	56	2299
a	343	334	3158
a	301	214	2066
a	77	367	3663
a	243	123	109
a	116	235	918
a	215	225	2844
a	471	91	1120
a	44	15	1012
a	450	466	3359
a	196	210	1181
a	219	19	1917
a	438	307	3003
a	276	185	4750
a	96	437	418
a	308	202	4014
a	54	498	439
a	63	96	1196
a	289	163	3848
a	19	6	180
a	351	421	4498
a	261	77	3171
a	323	412	3477
a	99	421	253
a	94	360	2406
a	80	278	53
a	375	321	1197
a	398	136	1472
a	460	449	2312
a	227	470	3172
a	250	29	3514
a	123	281	3979
a	469	381	1814
a	296	221	3239
a	28	268	3306
a	268	355	1837
a	88	95	654
a	496	260	3205
a	23	11	2077
a	226	245	3350
a	302	198	140
a	69	345	3041
a	168	38	1094
a	297	326	4628
a	140	180	132
a	13	386	4029
a	396	14	891
a	59	332	1192
a	442	444	2198
a	340	339	1799
a	310	383	1675
a	349	411	3507
a	462	170	1975
a	245	346	1
a	372	44	3218
a	88	411	3178
a	487	301	4374
a	420	378	1674
a	55	94	3851
a	348	196	923
a	408	145	4822
a	36	441	4830
a	172	41	3769
a	105	90	985
a	384	57	3378
a	333	122	4238
a	111	69	4911
a	390	146	3924
a	210	406	1699
a	413	83	3035
a	447	212	1768
a	357	342	3316
a	470	31	4642
a	110	118	2347
a	223	317	1327
a	260	329	4394
a	426	81	2350
a	449	272	3033
a	195	276	4871
a	488	298	4990
a	271	75	3803
a	75	378	3783
a	213	472	1772
a	86	94	2122
a	388	36	2065
a	65	209	745
a	104	361	3339
a	71	44	4374
a	165	8	1474
a	38	270	637
a	317	221	1222
a	467	304	2353
a	95	344	2469
a	411	265	4627
a	178	20	566
a	330	171	4258
a	311	129	378
a	373	376	3723
a	230	467	3418
a	103	35	1173
a	433	51	3901
a	211	386	1440
a	7	63	1581
a	210	201	2320
a	159	128	1577
a	219	189	1329
a	438	473	2668
a	281	274	2204
a	253	470	3764
a	336	270	1998
a	426	384	1881
a	243	337	739
a	111	206	1888
a	42	323	2457
a	132	449	1309
a	321	408	2935
a	413	424	3927
a	369	436	4651
a	318	127	2818
a	251	72	4937
a	161	416	3657
a	147	117	3171
a	366	363	4546
a	322	149	2075
a	345	44	158
a	165	377	4413
a	356	404	2124
a	28	86	2773
a	14	481	4673
a	217	155	4298
a	60	359	4689
a	249	298	748
a	341	378	2277
a	435	362	2295
a	236	262	961
a	273	276	2958
a	3	191	225
a	173	132	3801
a	286	445	2640
a	106	185	2799
a	182	370	4883
a	391	115	2859
a	174	385	4455
a	91	293	1396
a	24	362	1540
a	305	327	2951
a	441	135	5
a	157	323	3158
a	30	211	3392
a	9	468	1595
a	447	14	1186
a	110	204	1168
a	147	322	4987
a	299	15	4633
a	285	80	2545
a	474	27	3343
a	114	2	2822
a	243	474	3972
a	342	18	3370
a	5	194	699
a	81	356	3938
a	261	104	3055
a	53	214	927
a	99	392	3627
a	251	197	3559
a	274	116	597
a	94	397	1448
a	27	340	3774
a	320	474	3588
a	322	360	209
a	472	133	899
a	421	116	4768
a	278	455	3162
a	407	161	712
a	47	142	4436
a	213	242	3022
a	363	301	131
a	397	92	579
a	37	53	3561
a	353	352	1064
a	212	45	4127
a	468	151	1608
a	71	282	1948
a	221	425	483
a	292	84	2186
a	59	291	1186
a	188	133	2535
a	248	360	3650
a	250	442	1727
a	386	160	1674
a	282	497	1529
a	254	493	2778
a	480	58	363
a	159	58	4327
a	489	188	24
a	477	387	1963
a	48	237	392
a	253	188	2149
a	163	140	1495
a	149	97	4380
a	225	475	2659
a	315	345	927
a	324	409	3368
a	91	446	3744
a	54	38	1006
a	162	95	2407
a	367	138	2277
a	399	143	1523
a	385	469	164
a	170	212	4122
a	260	342	1336
a	156	263	2010
a	19	118	190
a	402	18	1841
a	388	65	4831
a	284	18	3211
a	307	179	3051
a	355	159	4413
a	85	106	1630
a	378	228	991
a	18	85	3608
a	479	294	939
a	412	381	2118
a	292	283	2950
a	444	78	2379
a	377	405	3938
a	467	279	4201
a	250	141	1271
a	469	493	2319
a	400	172	615
a	236	424	1759
a	192	14	4543
a	97	135	484
a	187	261	3911
a	226	357	2675
a	406	97	1480
a	373	355	4048
a	112	467	175
a	59	188	3385
a	248	243	1078
a	116	42	965
a	462	218	2470
a	215	422	880
a	201	364	4869
a	480	437	4844
a	475	202	499
a	129	72	4798
a	281	309	4942
a	267	198	2316
a	195	104	2962
a	488	254	538
a	414	138	3478
a	137	295	1209
a	275	433	3685
a	42	364	2689
a	134	148	4268
a	427	154	896
a	104	61	176
a	360	71	1911
a	143	238	4395
a	57	218	1834
a	80	213	2707
a	368	336	2361
a	294	40	4468
a	497	444	1405
a	407	267	1963
a	483	97	1719
a	56	397	2536
a	492	241	3163
a	448	375	2183
a	74	273	3997
a	23	328	2394
a	445	406	1084
a	274	350	4672
a	64	182	4546
a	396	205	2219
a	130	464	3028
a	88	346	680
a	35	373	1524
a	279	358	2118
a	173	159	3326
a	339	203	1152
a	463	362	4170
a	239	467	3829
a	172	488	243
a	490	199	4741
a	432	212	983
a	443	436	4522
a	300	475	889
a	309	419	830
a	256	81	4095
a	124	358	3110
a	290	432	947
a	105	343	1359
a	423	253	3565
a	492	416	1317
a	425	489	4229
a	240	472	905
a	136	227	2196
a	341	182	1639
a	380	412	1390
a	313	461	705
a	89	54	2715
a	421	95	4198
a	354	146	3055
a	264	150	2559
a	400	470	4648
a	402	380	2797
a	298	445	2943
a	113	490	2880
a	203	360	3630
a	355	437	3894
a	140	238	969
a	278	100	1672
a	340	293	4491
a	349	81	2337
a	439	467	4951
a	409	100	4926
a	97	425	2349
a	277	165	156
a	466	30	531
a	196	331	1709
a	200	29	4647
a	135	105	2258
a	234	292	3035
a	310	241	2736
a	384	115	3619
a	10	149	1965
a	266	123	4419
a	275	267	2977
a	346	188	3280
a	256	172	2073
a	295	69	2027
a	18	426	3367
a	366	42	4771
a	6	395	109
a	105	476	4793
a	488	468	634
a	345	365	2776
a	354	485	858
a	356	171	4465
a	342	130	630
a	155	365	358
a	184	378	4386
a	133	335	2260
a	472	53	21
a	271	465	3474
a	368	70	4548
a	331	330	1727
a	236	69	876
a	402	499	3393
a	28	345	108
a	249	39	66
a	122	287	405
a	235	20	4954
a	145	300	3965
a	71	426	2223
a	117	24	4672
a	433	233	1481
a	352	391	4501
a	151	355	1635
a	211	460	3339
a	107	367	237
a	44	235	2128
a	429	287	2898
a	233	166	1648
a	182	121	2817
a	447	335	3345
a	267	221	865
a	253	44	3641
a	495	83	4126
a	342	349	2579
a	21	376	1972
a	314	498	3532
a	171	39	912
a	247	336	4686
a	332	242	2333
a	378	400	879
a	237	171	1054
a	401	431	1389
a	158	477	4029
a	460	285	1760
a	227	250	4680
a	146	12	2217
a	298	339	2045
a	155	486	796
a	194	256	2591
a	104	414	89
a	127	482	1877
a	166	218	3378
a	60	441	2417
a	496	88	4179
a	99	133	1234
a	445	113	2485
a	145	93	773
a	424	404	1514
a	13	222	2594
a	421	329	2645
a	188	68	2556
a	287	400	379
a	130	461	1343
a	349	247	1013
a	245	6	2600
a	187	373	4217
a	429	208	4926
a	182	392	1882
a	92	270	4696
a	311	44	3597
a	221	174	4961
a	500	27	3501
a	163	77	3118
a	315	390	2764
a	465	277	3796
a	77	384	1104
a	343	35	1060
a	57	398	498
a	114	248	1161
a	132	382	1788
a	208	12	4252
a	427	298	3531
a	242	231	4281
a	189	492	3958
a	482	342	3024
a	228	342	4658
a	32	425	4904
a	341	145	1604
a	288	3	2567
a	251	31	1353
a	133	229	1846
a	216	293	3550
a	308	381	2119
a	236	239	3102
a	400	491	3489
a	146	131	534
a	455	399	3592
a	23	440	4206
a	279	18	3013
a	482	154	2835
a	69	426	4417
a	359	465	4971
a	435	385	2722
a	292	30	3036
a	202	412	3305
a	301	344	2528
a	377	146	1408
a	197	391	1845
a	3	210	4551
a	178	372	3636
a	88	458	3245
a	268	246	1032
a	457	187	585
a	420	265	262
a	279	470	4964
a	106	210	4258
a	267	7	932
a	186	189	1629
a	414	453	2367
a	474	368	1195
a	310	234	2453
a	266	68	520
a	162	21	575
a	367	92	3006
a	300	363	4458
a	489	294	2385
a	369	328	3386
a	228	133	1267
a	124	470	3680
a	214	336	4474
a	52	282	3819
a	33	243	659
a	275	170	4257
a	298	9	415
a	104	312	3557
a	327	23	3753
a	41	442	4087
a	322	437	963
a	467	353	1707
a	363	208	1334
a	365	386	4078
a	178	167	4939
a	344	131	1836
a	353	203	3486
a	396	464	665
a	121	177	4501
