p	max	100	5000
n	1	s	
n	2	t	
a	57	50	1718
a	43	3	2899
a	63	76	4366
a	29	44	4676
a	33	41	1205
a	90	42	886
a	80	12	2699
a	86	22	1511
a	52	98	1170
a	19	91	3666
a	76	88	3120
a	5	84	1587
a	62	31	2138
a	28	10	377
a	85	87	950
a	14	77	4610
a	95	98	1665
a	65	11	4973
a	85	56	4624
a	41	34	3091
a	88	67	252
a	37	54	169
a	94	57	2313
a	23	84	3770
a	50	18	2096
a	70	81	1805
a	46	30	2347
a	12	90	3821
a	16	29	2041
a	79	82	1437
a	26	74	4316
a	83	23	2231
a	69	40	3991
a	92	78	4995
a	96	9	4306
a	25	3	1768
a	82	52	1247
a	45	64	3217
a	1	58	3797
a	21	55	3787
a	78	56	2264
a	7	4	2008
a	11	65	1878
a	54	33	2605
a	58	44	2282
a	44	15	4310
a	91	44	3627
a	77	81	4857
a	24	99	1674
a	6	87	4431
a	10	26	1779
a	30	89	4220
a	87	24	2114
a	77	34	106
a	63	19	512
a	80	89	839
a	100	20	1686
a	63	96	4988
a	33	53	2154
a	19	6	2131
a	5	39	2743
a	9	60	2723
a	52	70	494
a	42	60	3853
a	99	50	4130
a	75	13	392
a	95	70	2590
a	65	23	1179
a	41	30	2563
a	98	89	1700
a	27	95	876
a	47	16	2653
a	51	85	4181
a	23	11	2592
a	13	49	2779
a	70	34	3718
a	40	81	4340
a	50	54	714
a	97	98	697
a	22	35	1720
a	69	12	912
a	35	5	3674
a	96	21	922
a	72	30	4896
a	21	75	4747
a	44	92	2146
a	87	79	4611
a	34	57	1517
a	6	51	4648
a	67	35	3734
a	87	60	4093
a	33	96	598
a	80	69	2442
a	43	75	8
a	29	20	1321
a	15	33	1104
a	76	17	2921
a	5	27	2249
a	9	88	958
a	66	27	4443
a	86	94	2026
a	52	90	2412
a	15	86	4822
a	56	29	4148
a	42	16	1056
a	18	41	4717
a	75	88	306
a	95	21	81
a	4	84	4872
a	99	46	821
a	65	66	546
a	85	15	1131
a	75	41	1174
a	88	59	1473
a	23	47	660
a	64	36	3587
a	84	47	419
a	13	85	4992
a	70	14	3617
a	40	77	4229
a	60	16	3452
a	36	25	2209
a	97	29	3593
a	26	19	4732
a	93	73	1880
a	79	10	2984
a	31	36	4231
a	35	33	3108
a	96	49	3453
a	11	56	3759
a	68	63	4064
a	72	58	4777
a	1	98	1312
a	7	76	401
a	24	44	351
a	34	93	1151
a	20	24	329
a	77	25	4844
a	6	31	826
a	81	94	2914
a	57	21	831
a	63	43	3979
a	29	71	1183
a	33	12	4361
a	39	50	2485
a	86	11	3609
a	19	62	3941
a	32	34	2253
a	89	55	4636
a	95	9	178
a	65	46	713
a	28	86	962
a	85	35	1160
a	61	26	1930
a	47	91	668
a	17	92	154
a	37	17	3163
a	27	7	188
a	88	23	996
a	3	46	2341
a	60	69	1109
a	84	67	1315
a	40	41	1031
a	60	52	1712
a	16	50	582
a	97	57	740
a	12	6	3147
a	35	76	976
a	55	17	3217
a	59	82	6
a	45	91	411
a	21	18	2188
a	72	86	4918
a	54	90	1848
a	78	76	2413
a	20	77	794
a	24	8	2438
a	30	98	1522
a	34	97	1346
a	57	49	2460
a	29	43	3651
a	90	43	1663
a	9	7	3087
a	52	99	3028
a	15	25	3579
a	19	90	3214
a	76	89	2564
a	5	83	473
a	62	28	1606
a	8	88	4531
a	89	19	3792
a	75	96	3971
a	4	44	4367
a	8	39	3317
a	65	10	1605
a	98	37	3188
a	74	10	25
a	3	10	322
a	23	87	3229
a	50	19	1483
a	70	86	3378
a	36	81	2328
a	97	69	2272
a	83	22	2841
a	12	42	3066
a	69	23	603
a	45	46	3066
a	82	53	2618
a	21	54	1573
a	11	64	2957
a	54	38	2073
a	58	45	148
a	34	18	1837
a	20	97	3475
a	77	80	3758
a	24	100	914
a	6	84	3754
a	10	27	1277
a	67	70	1154
a	30	94	948
a	91	92	1464
a	77	33	4619
a	63	18	49
a	57	77	3481
a	29	15	4517
a	33	52	68
a	5	38	4977
a	9	35	2964
a	86	51	3581
a	52	71	1786
a	42	61	584
a	99	53	3918
a	65	22	3111
a	37	88	4318
a	41	29	2300
a	98	86	3769
a	27	94	31
a	88	32	2162
a	51	84	2465
a	17	36	1246
a	74	46	2142
a	40	82	1821
a	60	13	2010
a	64	72	4584
a	50	55	4442
a	26	60	138
a	79	49	4515
a	83	50	1339
a	59	45	4596
a	49	87	2445
a	31	67	1435
a	92	83	490
a	55	89	285
a	25	30	1935
a	11	31	3799
a	1	5	2940
a	21	74	373
a	44	93	4967
a	48	24	3430
a	54	2	864
a	30	43	3030
a	87	78	2797
a	34	54	4557
a	91	11	4557
a	24	64	2430
a	6	48	3017
a	10	63	1885
a	67	34	2273
a	43	61	3235
a	43	74	2610
a	100	9	2642
a	15	32	636
a	76	18	3170
a	5	26	3796
a	62	69	3968
a	9	95	1
a	66	24	1344
a	86	95	4945
a	52	91	3918
a	56	30	3674
a	42	17	1949
a	32	7	3834
a	18	38	1016
a	4	85	4615
a	8	16	854
a	89	75	3216
a	75	40	1905
a	27	58	583
a	47	55	2054
a	23	46	1723
a	64	37	2331
a	13	84	4164
a	74	66	3211
a	60	17	4405
a	36	26	2369
a	79	100	4952
a	83	97	142
a	46	87	2735
a	12	99	1602
a	73	27	643
a	93	72	671
a	79	21	4558
a	35	83	4027
a	55	12	612
a	96	67	2558
a	59	73	15
a	25	73	3605
a	92	55	854
a	96	50	3155
a	7	62	2223
a	68	56	529
a	72	59	4880
a	1	97	305
a	44	65	1458
a	34	90	2363
a	91	23	2117
a	20	25	187
a	77	24	3889
a	6	28	2625
a	81	93	4559
a	39	92	1570
a	43	25	2345
a	100	94	1158
a	63	42	512
a	29	70	4730
a	33	3	1871
a	53	64	624
a	39	45	420
a	86	8	1739
a	76	54	3473
a	42	98	2321
a	62	97	4624
a	52	63	1034
a	56	58	4588
a	32	35	200
a	89	54	3153
a	75	71	4555
a	38	73	2552
a	95	8	271
a	61	25	2468
a	17	83	4111
a	94	67	3089
a	98	30	3150
a	27	6	3765
a	88	24	2518
a	3	17	1780
a	84	76	131
a	36	62	1130
a	93	59	860
a	97	56	516
a	69	50	2903
a	73	55	3060
a	49	14	1934
a	92	100	695
a	55	16	3032
a	59	85	4010
a	82	78	2522
a	92	27	2304
a	78	34	74
a	48	81	1468
a	72	87	4104
a	54	91	2157
a	1	77	696
a	20	78	1034
a	10	100	920
a	20	61	1447
a	43	5	4832
a	29	42	261
a	86	20	1260
a	76	90	1080
a	5	82	1914
a	62	29	4843
a	66	64	2000
a	8	89	553
a	28	4	3929
a	32	79	2449
a	14	83	1912
a	89	18	3596
a	8	40	4199
a	65	9	3361
a	88	69	2679
a	98	34	1686
a	3	13	221
a	84	96	2223
a	50	16	893
a	40	6	2107
a	46	28	1926
a	16	31	825
a	73	66	4253
a	36	82	8
a	93	31	2521
a	79	92	675
a	26	72	2930
a	83	25	3988
a	12	43	1306
a	49	42	3993
a	96	11	2105
a	21	53	1973
a	78	62	4821
a	7	6	3619
a	11	67	1596
a	54	39	425
a	58	42	1380
a	44	9	2306
a	91	46	829
a	20	98	304
a	77	79	33
a	6	85	2718
a	81	20	750
a	10	24	4070
a	91	95	4697
a	77	32	4153
a	33	90	4603
a	53	23	3684
a	39	100	3576
a	80	91	3658
a	43	97	3281
a	100	22	199
a	63	98	4301
a	29	14	355
a	90	12	1493
a	9	34	4369
a	56	3	1336
a	42	58	1556
a	62	57	3231
a	38	6	78
a	65	100	2860
a	75	15	1640
a	51	38	1048
a	61	65	3328
a	37	40	14
a	94	27	1474
a	84	21	2017
a	13	47	3310
a	70	32	3320
a	74	47	2391
a	26	61	2733
a	93	99	3748
a	97	96	3296
a	69	10	3418
a	59	44	3448
a	92	44	4293
a	11	30	1409
a	1	4	4232
a	21	73	2502
a	78	26	681
a	44	94	1599
a	54	3	1804
a	34	55	4448
a	24	65	3364
a	6	49	3079
a	10	60	1882
a	39	8	3551
a	29	18	2495
a	15	35	2842
a	76	19	1214
a	5	25	2270
a	66	25	4170
a	86	92	4471
a	52	36	3007
a	15	80	3666
a	56	31	787
a	76	98	4873
a	32	24	275
a	38	34	3135
a	65	64	3327
a	28	76	4339
a	89	74	4519
a	75	43	1170
a	47	65	819
a	84	41	3582
a	74	67	3447
a	40	79	2296
a	3	69	779
a	64	85	4649
a	97	19	502
a	26	17	4343
a	46	84	2288
a	73	26	488
a	79	20	258
a	35	82	4981
a	59	72	4313
a	31	38	2004
a	92	48	2059
a	96	51	1797
a	68	57	2792
a	72	60	2897
a	1	96	1883
a	24	46	950
a	91	22	3103
a	77	23	4791
a	6	29	1901
a	57	27	4345
a	43	24	3527
a	29	69	1804
a	90	85	888
a	53	79	1033
a	56	76	505
a	19	64	4549
a	76	55	1968
a	28	33	1408
a	32	36	567
a	89	53	4075
a	18	11	3396
a	95	11	3421
a	99	76	1012
a	8	13	4821
a	28	80	423
a	85	33	643
a	37	31	505
