p	max	500	5000
n	1	s	
n	2	t	
a	6	405	3794
a	470	70	1584
a	351	321	2545
a	56	101	2306
a	402	49	3842
a	203	214	3114
a	332	434	1960
a	123	31	2349
a	344	288	590
a	252	377	3504
a	17	287	2022
a	425	114	2922
a	8	38	608
a	122	204	649
a	434	192	367
a	320	231	3954
a	448	44	1625
a	122	63	304
a	50	304	1677
a	269	18	624
a	74	442	3263
a	434	34	2025
a	330	147	777
a	311	296	2274
a	151	387	4935
a	444	143	4500
a	409	288	4471
a	391	400	4592
a	272	24	4238
a	236	361	107
a	188	132	2685
a	406	55	702
a	500	150	884
a	466	482	1227
a	59	145	4308
a	22	7	1420
a	334	388	3920
a	233	279	2077
a	148	328	3824
a	172	438	241
a	346	449	2881
a	195	252	3467
a	120	349	2909
a	343	29	3954
a	43	321	452
a	209	89	3013
a	392	455	1321
a	367	248	2931
a	6	486	1523
a	356	111	3331
a	124	3	4469
a	351	276	1425
a	78	500	135
a	6	369	173
a	446	120	3082
a	488	462	2555
a	351	421	1452
a	318	129	4512
a	473	88	1535
a	132	77	1888
a	251	351	4830
a	14	41	3899
a	109	149	4968
a	327	226	1072
a	303	21	767
a	472	15	2747
a	292	282	2920
a	193	484	688
a	178	112	543
a	221	398	2431
a	444	147	2166
a	374	340	4129
a	235	254	3962
a	400	73	4690
a	481	146	200
a	231	74	4149
a	250	465	4234
a	362	247	187
a	59	189	2540
a	82	24	4556
a	148	211	1800
a	480	291	4053
a	319	187	3069
a	275	430	1853
a	247	314	4858
a	450	216	2768
a	52	260	2595
a	312	169	4418
a	241	197	730
a	317	281	3144
a	416	54	46
a	402	121	4835
a	185	383	898
a	425	168	3736
a	89	219	850
a	380	494	1595
a	222	281	88
a	354	241	609
a	397	387	1607
a	23	329	2886
a	425	74	2701
a	5	334	2548
a	445	407	433
a	193	166	604
a	175	114	732
a	245	250	614
a	175	227	1296
a	236	403	2946
a	349	172	3948
a	273	296	3897
a	466	283	40
a	273	441	2565
a	316	377	2484
a	254	469	3345
a	3	353	4813
a	315	51	3590
a	281	71	4204
a	414	293	2094
a	490	183	946
a	225	290	2215
a	230	61	2307
a	352	171	2881
a	334	111	4426
a	337	185	228
a	157	462	2306
a	447	308	183
a	159	128	1050
a	58	117	4430
a	232	288	626
a	161	213	3409
a	162	134	1684
a	9	265	94
a	389	429	2481
a	370	116	378
a	375	197	4855
a	323	310	397
a	57	134	1335
a	403	332	4924
a	497	345	2696
a	5	384	2756
a	446	274	2938
a	237	407	491
a	458	215	1336
a	298	444	796
a	62	301	3735
a	189	69	3682
a	377	477	1964
a	198	157	3172
a	292	338	957
a	184	443	807
a	37	17	4402
a	278	261	2016
a	50	412	4737
a	472	374	2874
a	491	50	4168
a	71	310	3217
a	457	486	3507
a	61	252	3852
a	350	266	4906
a	174	52	1260
a	59	372	4376
a	468	448	2801
a	490	24	3079
a	22	491	313
a	277	166	959
a	102	133	1489
a	395	231	1957
a	163	3	2327
a	97	283	637
a	79	159	4450
a	12	356	3940
a	281	494	2018
a	195	144	1549
a	215	77	2347
a	309	440	4288
a	111	12	3252
a	295	245	1924
a	337	71	1657
a	263	347	2872
a	447	14	346
a	285	447	1728
a	152	492	809
a	181	111	2756
a	423	230	3488
a	243	474	3914
a	389	18	3848
a	87	341	1363
a	412	196	4697
a	86	23	1211
a	488	354	994
a	132	219	212
a	425	224	1477
a	8	88	1712
a	341	60	2282
a	320	329	4517
a	249	341	697
a	329	493	4360
a	454	132	3458
a	237	268	2318
a	278	438	140
a	99	247	1148
a	264	256	3661
a	154	371	243
a	350	343	2124
a	411	497	699
a	127	3	1921
a	116	304	4222
a	46	31	4481
a	197	81	2900
a	453	231	4096
a	292	187	590
a	64	266	1529
a	187	52	1811
a	172	288	409
a	235	448	4711
a	116	69	1416
a	102	48	1163
a	101	376	732
a	105	125	2504
a	358	281	2054
a	286	202	4586
a	219	229	4912
a	239	238	2971
a	67	441	2240
a	34	18	1780
a	110	377	2922
a	219	18	2134
a	158	147	3255
a	345	424	2227
a	370	45	1071
a	299	107	2410
a	416	333	2340
a	18	401	2179
a	422	375	4395
a	460	62	1382
a	242	115	4312
a	143	59	3900
a	165	479	1958
a	275	115	900
a	336	131	863
a	313	405	293
a	446	347	3579
a	14	191	234
a	434	387	4879
a	446	298	4896
a	260	170	2773
a	388	359	2635
a	467	422	4626
a	122	225	4113
a	412	381	3815
a	98	86	96
a	387	41	3425
a	374	395	4949
a	448	9	4290
a	472	447	3487
a	435	309	2783
a	396	184	3456
a	187	261	1249
a	435	467	317
a	468	393	2744
a	433	22	2698
a	107	443	2625
a	486	29	554
a	186	11	245
a	44	93	4382
a	358	261	2698
a	305	399	4834
a	417	309	2824
a	475	123	2257
a	208	350	4011
a	9	387	1857
a	101	237	2907
a	128	63	2721
a	241	410	2659
a	257	349	3533
a	208	237	3180
a	423	72	3058
a	270	453	958
a	114	251	3990
a	63	54	2059
a	321	435	1417
a	33	103	2088
a	146	318	3107
a	327	381	3411
a	312	170	1665
a	119	255	4700
a	345	166	449
a	308	94	2390
a	57	218	402
a	351	408	2022
a	375	6	745
a	289	319	4590
a	401	293	660
a	53	447	349
a	62	167	3152
a	246	384	2518
a	344	392	4448
a	363	245	3310
a	296	186	3423
a	151	228	291
a	145	459	1830
a	353	168	3664
a	374	262	940
a	88	171	3406
a	97	163	75
a	442	337	4916
a	468	429	1441
a	272	240	1019
a	291	172	1474
a	499	273	4599
a	462	135	3175
a	192	423	4271
a	59	73	2195
a	443	214	737
a	370	433	1869
a	225	402	2973
a	101	303	1243
a	138	315	3476
a	257	415	63
a	451	65	4618
a	134	86	3725
a	385	492	3594
a	295	161	1481
a	461	185	3464
a	256	383	3159
a	147	150	3842
a	111	201	4220
a	81	494	2990
a	393	58	2627
a	114	110	3760
a	213	266	362
a	271	174	3537
a	241	113	2697
a	223	161	667
a	52	63	2621
a	56	58	3820
a	223	54	3591
a	356	405	1592
a	269	266	161
a	332	366	285
a	212	308	2122
a	179	37	4827
a	146	230	1728
a	47	90	3776
a	344	19	1000
a	329	321	3569
a	98	30	875
a	335	351	2578
a	69	399	2808
a	59	425	837
a	188	115	3085
a	117	403	3303
a	61	251	4021
a	154	399	3527
a	127	110	1971
a	311	375	4312
a	3	190	405
a	59	262	4767
a	424	137	2818
a	279	277	2636
a	330	351	2607
a	386	221	1418
a	225	99	706
a	301	462	1846
a	106	166	4430
a	1	306	3135
a	40	328	4529
a	168	285	2518
a	225	220	4219
a	290	131	2766
a	1	220	1822
a	186	80	223
a	82	481	4874
a	263	180	4631
a	266	232	2048
a	67	335	4660
a	447	299	3322
a	361	46	3461
a	334	251	1481
a	337	53	1464
a	488	167	3544
a	309	391	4854
a	438	341	1299
a	152	126	3330
a	495	285	878
a	180	315	2
a	312	243	4140
a	280	337	2434
a	66	446	1279
a	470	68	55
a	308	103	2251
a	332	93	24
a	170	128	4563
a	479	158	1700
a	461	447	4764
a	392	154	2388
a	213	302	4901
a	161	323	2653
a	275	199	1464
a	303	285	4650
a	203	89	1069
a	166	47	177
a	65	152	1383
a	387	191	809
a	355	243	4722
a	136	332	2174
a	69	466	1681
a	468	33	498
a	434	81	4822
a	288	391	4106
a	457	304	629
a	94	63	319
a	335	307	1783
a	282	173	166
a	481	27	3768
a	47	348	3199
a	468	263	2245
a	415	280	4374
a	139	458	1783
a	395	181	4846
a	334	394	4489
a	417	462	395
a	438	100	4798
a	484	482	934
a	215	370	3882
a	182	121	2167
a	348	145	462
a	239	376	2464
a	157	437	3445
a	195	254	957
a	234	427	827
a	24	101	3321
a	43	323	2295
a	54	321	4409
a	428	398	2109
a	450	242	1494
a	30	494	2474
a	461	466	4243
a	392	295	2745
a	156	256	4610
a	394	413	4515
a	450	101	3612
a	389	134	3628
a	473	45	4441
a	436	167	1997
a	18	176	4685
a	369	204	500
a	264	112	2962
a	392	5	1529
a	216	329	1198
a	271	279	4163
a	422	161	1970
a	264	223	3760
a	251	337	4650
a	108	446	1215
a	193	216	4478
a	251	462	2291
a	368	98	4589
a	249	225	3500
a	269	52	3996
a	397	127	160
a	302	196	3341
a	377	5	1618
a	107	156	853
a	188	59	1528
a	411	476	4902
a	383	392	3285
a	405	310	4533
a	291	179	1481
a	55	186	2730
a	192	348	934
a	73	463	2331
a	101	441	2199
a	233	241	4639
a	159	25	1094
a	417	490	2346
a	201	275	4289
a	205	331	1968
a	346	419	647
a	367	459	538
a	150	423	100
a	334	128	3679
a	395	268	1799
a	493	481	1891
a	110	282	135
a	239	114	3055
a	323	207	4262
a	309	96	4166
a	39	187	2500
a	114	248	2839
a	43	60	3537
a	185	419	1192
a	416	217	4911
a	66	25	2892
a	449	391	1237
a	14	233	815
a	38	211	1248
a	32	24	486
a	303	213	1024
a	19	258	593
a	288	225	3834
a	113	380	4704
a	95	164	1427
a	278	396	2745
a	98	136	3598
a	118	207	3890
a	236	126	1078
a	482	154	2026
a	476	444	4418
a	207	316	3414
