p	max	500	150000
n	1	s	
n	2	t	
a	266	351	990
a	33	440	9324
a	342	418	2217
a	312	241	4591
a	185	101	1222
a	5	178	664
a	464	476	7599
a	247	483	8131
a	104	115	6320
a	157	23	2549
a	284	367	4694
a	90	42	6521
a	270	302	2929
a	436	82	3286
a	309	204	4783
a	76	201	725
a	369	81	3809
a	242	161	5209
a	461	385	9435
a	392	152	8099
a	265	110	3023
a	341	219	7088
a	380	311	4366
a	184	26	4064
a	366	262	1875
a	170	21	4085
a	479	45	6842
a	246	296	444
a	156	192	3901
a	449	74	7255
a	216	363	6268
a	89	227	6434
a	15	143	7046
a	75	400	2970
a	421	228	2495
a	114	374	2911
a	167	448	2266
a	460	334	6355
a	354	201	4193
a	227	45	5316
a	446	265	9031
a	213	2	5918
a	86	240	5335
a	17	287	8360
a	492	63	8569
a	365	327	2622
a	402	211	8412
a	296	338	3685
a	169	228	2195
a	351	244	1616
a	388	386	9440
a	155	393	2397
a	28	185	340
a	434	192	3947
a	240	63	1339
a	166	267	3066
a	353	496	7341
a	406	378	3436
a	99	244	3154
a	136	330	486
a	445	448	8209
a	212	445	1693
a	431	157	6598
a	251	401	9737
a	198	248	6193
a	491	398	5570
a	311	443	3912
a	41	179	4555
a	387	91	3271
a	154	370	7860
a	140	257	9086
a	306	25	103
a	472	337	4028
a	112	200	9670
a	292	452	8559
a	278	147	6577
a	98	407	1594
a	444	143	1278
a	211	236	7308
a	391	400	8384
a	84	102	3556
a	250	330	9497
a	197	449	6350
a	40	4	1672
a	349	6	7633
a	386	48	7457
a	26	219	2983
a	192	207	2990
a	102	326	324
a	139	456	5540
a	432	350	7276
a	487	440	2672
a	254	413	3113
a	291	149	1581
a	164	109	662
a	457	253	2496
a	330	373	3373
a	277	330	6502
a	150	200	5098
a	44	459	1427
a	83	23	6933
a	376	11	9189
a	429	127	2473
a	69	40	9788
a	415	60	7958
a	272	198	3676
a	182	345	2558
a	475	449	5455
a	348	113	6960
a	258	361	6729
a	334	388	3416
a	101	391	634
a	373	418	7410
a	410	348	9181
a	304	247	1775
a	486	195	8125
a	417	456	5251
a	126	42	3348
a	163	60	2578
a	456	50	9537
a	253	204	7325
a	276	261	4278
a	96	9	1300
a	315	489	8619
a	262	304	594
a	135	194	1597
a	428	72	1939
a	174	412	5071
a	68	231	7710
a	361	123	8917
a	414	399	959
a	234	139	9377
a	181	384	6580
a	453	427	6686
a	220	426	8518
a	24	325	9804
a	333	197	9315
a	206	109	6517
a	499	229	8407
a	319	310	7228
a	485	26	6516
a	358	280	2291
a	395	494	7523
a	162	495	3935
a	471	91	8744
a	148	174	2640
a	441	156	8442
a	21	408	891
a	208	369	2921
a	261	393	19
a	81	133	6329
a	7	149	5154
a	300	417	2316
a	360	332	5329
a	413	222	6152
a	286	84	3076
a	452	356	7921
a	346	227	6286
a	219	19	567
a	256	7	9553
a	438	307	4329
a	205	28	7779
a	498	486	9571
a	9	497	2597
a	48	345	7676
a	357	417	6290
a	124	428	8196
a	470	128	6268
a	343	242	4047
a	200	356	9833
a	20	215	6673
a	440	467	2341
a	186	315	4343
a	495	311	4848
a	299	104	4313
a	285	53	6056
a	105	297	7919
a	52	288	5793
a	158	317	3494
a	398	332	4165
a	218	72	3212
a	128	368	7637
a	437	490	5608
a	91	202	3751
a	423	139	4865
a	280	427	8885
a	483	356	3421
a	33	53	8229
a	109	482	7728
a	19	6	3673
a	312	124	5932
a	494	356	2932
a	132	303	2094
a	5	39	6845
a	298	51	2264
a	171	195	7481
a	464	343	6558
a	247	116	2656
a	51	409	4888
a	323	412	7925
a	90	433	8188
a	143	425	7146
a	270	181	8520
a	203	242	4417
a	76	124	8269
a	422	80	4120
a	242	340	3395
a	482	295	2400
a	228	263	5202
a	392	3	5249
a	341	96	4931
a	380	458	5934
a	327	77	926
a	184	165	7049
a	4	112	8807
a	424	372	1088
a	246	423	7714
a	449	199	5569
a	322	335	1764
a	89	104	2174
a	142	226	3143
a	269	340	3698
a	368	17	9012
a	460	449	8255
a	407	202	7488
a	47	163	1288
a	340	159	1965
a	86	399	2358
a	17	404	1722
a	365	444	3076
a	169	81	4426
a	478	229	4439
a	118	28	7495
a	155	2	6795
a	28	268	3744
a	448	8	8566
a	268	355	8742
a	383	168	9060
a	420	166	6044
a	293	176	219
a	166	390	7894
a	60	157	8179
a	353	141	4622
a	173	410	252
a	212	64	1970
a	16	347	3586
a	325	239	2839
a	491	251	3142
a	364	267	6460
a	168	38	7959
a	350	306	8994
a	117	77	6511
a	463	113	5510
a	140	180	3425
a	306	140	3855
a	73	239	4857
a	255	243	6597
a	59	332	1641
a	352	306	8635
a	405	296	8206
a	278	46	7609
a	98	298	2536
a	338	253	9621
a	211	121	6479
a	430	213	4442
a	70	204	4645
a	1	459	4871
a	40	399	8564
a	349	411	5630
a	386	135	6730
a	153	176	5889
a	462	170	1108
a	192	346	1445
a	12	205	9331
a	305	93	9920
a	178	293	1384
a	432	457	857
a	291	30	7412
a	58	383	4510
a	224	107	3817
a	97	467	8164
a	150	327	7289
a	44	318	6603
a	337	460	529
a	390	342	4587
a	443	203	2382
a	210	82	6871
a	429	500	2862
a	415	161	5126
a	272	433	2036
a	182	212	5115
a	385	118	3315
a	295	463	5580
a	115	243	6251
a	25	31	5608
a	334	19	6014
a	101	268	4567
a	138	262	878
a	486	382	4038
a	290	205	8087
a	163	169	3280
a	456	189	3724
a	36	441	3152
a	239	146	1697
a	149	134	5731
a	262	175	470
a	135	439	4626
a	82	427	4839
a	361	224	5542
a	347	53	7719
a	384	57	9993
a	220	317	832
a	24	464	8321
a	333	122	9773
a	100	347	5236
a	372	480	4341
a	319	187	9033
a	176	187	4864
a	485	143	5446
a	379	388	4210
a	252	142	2492
a	471	492	4031
a	275	321	2767
a	148	49	2538
a	21	301	2619
a	441	41	3855
a	208	236	1603
a	81	114	7855
a	427	10	7403
a	300	276	7397
a	413	83	2980
a	399	224	8877
a	256	146	3172
a	39	185	8418
a	332	133	3433
a	205	145	5232
a	498	157	4474
a	78	417	5328
a	459	445	4428
a	9	382	200
a	191	66	764
a	161	43	677
a	200	495	2708
a	110	118	880
a	147	232	1996
a	313	208	2802
a	299	485	6765
a	66	488	672
a	375	150	6323
a	105	406	3933
a	345	167	839
a	218	223	6082
a	271	75	6468
a	204	94	9502
a	497	44	9090
a	8	305	7225
a	190	25	7893
a	356	353	5478
a	123	86	170
a	160	220	7684
a	303	346	7805
a	342	180	9540
a	109	87	8039
a	146	483	5612
a	19	147	9820
a	455	111	4675
a	185	383	7315
a	494	499	7332
a	132	146	3710
a	5	428	8865
a	298	166	1232
a	65	209	5514
a	247	201	9195
a	104	361	16
a	284	117	3217
a	344	280	7301
a	397	306	5309
a	90	260	4257
a	143	306	6507
a	436	296	8184
a	203	111	5426
a	496	243	5006
a	249	413	516
a	122	149	6220
a	32	117	4020
a	108	416	1852
a	145	170	624
a	94	215	8465
a	131	363	235
a	4	251	6092
a	297	119	3913
a	479	283	7267
a	246	50	9450
a	283	36	2640
a	50	361	1397
a	322	450	9084
a	216	65	7020
a	269	201	5990
a	142	361	2009
a	435	225	6103
a	202	188	4241
a	75	134	164
a	421	414	2849
a	61	103	2415
a	407	95	8314
a	467	304	8202
a	340	34	5161
a	93	310	6271
a	130	288	2126
a	3	50	7101
a	296	72	8281
a	478	336	7976
a	409	367	5694
a	448	131	610
a	268	406	6811
a	141	96	6242
a	35	485	996
a	88	170	3999
a	74	69	8461
a	60	16	8857
a	339	91	3812
a	212	203	3364
a	311	129	9545
a	477	185	9443
a	408	416	749
a	117	210	2005
a	244	164	4546
a	103	35	3041
a	140	47	3659
a	13	311	7392
a	73	20	5631
a	382	238	3
a	292	242	403
a	59	217	4070
a	405	445	7968
a	444	405	9853
a	338	112	5843
a	211	386	1794
a	31	151	1852
a	324	163	9425
a	70	443	5912
a	1	320	850
a	183	120	2291
a	77	469	3014
a	349	272	1720
a	139	254	7319
a	432	68	341
a	305	202	6903
a	215	331	3995
a	72	171	3918
a	254	183	9272
a	291	395	2140
a	277	100	4605
a	150	466	8054
a	97	360	6647
a	443	324	7574
a	390	461	1912
a	44	177	330
a	157	462	5073
a	337	185	8862
a	196	116	8449
a	489	6	2789
a	182	35	3915
a	385	195	6899
a	115	124	5391
a	152	242	6198
a	461	88	4990
a	295	320	1072
a	334	158	7197
a	101	177	2176
a	447	389	2294
a	253	470	8932
a	290	64	1573
a	493	455	2110
a	239	39	3011
a	149	267	9648
a	336	270	888
a	389	284	7045
a	82	286	878
a	209	16	8710
a	428	310	7058
a	488	217	367
a	181	154	515
a	474	404	4079
a	347	142	9103
a	241	391	7110
a	114	143	2187
a	333	495	218
a	100	462	9265
a	137	348	9602
a	446	214	4815
a	176	310	1078
a	485	308	7986
a	379	273	475
a	416	261	7824
a	289	9	5408
a	471	353	9567
a	275	458	926
a	314	428	9756
a	208	103	3301
a	261	227	1669
a	134	371	2682
a	427	135	3920
