p	max	2000	20000
n	1	s	
n	2	t	
a	1172	311	9368
a	819	1033	8473
a	17	979	9089
a	533	507	8271
a	1864	1803	9977
a	1218	565	9545
a	314	1603	6669
a	1400	848	6183
a	973	341	9986
a	1360	477	7910
a	1719	321	9225
a	285	996	8427
a	1080	795	8553
a	955	1029	5063
a	708	715	6460
a	268	744	9828
a	286	1377	6386
a	1861	1510	5174
a	92	923	8444
a	1224	1092	6611
a	1101	622	8519
a	1659	76	9000
a	1009	606	7542
a	451	701	9726
a	1887	52	8509
a	1654	449	9474
a	1467	1277	6179
a	1604	867	6146
a	304	1810	6707
a	709	233	6681
a	89	1520	7955
a	1135	1143	7575
a	623	1347	9395
a	1979	1918	8566
a	1102	1431	8127
a	1167	1293	9243
a	1312	853	6328
a	136	1474	5059
a	703	749	8749
a	1535	1536	9008
a	1186	507	9210
a	1059	1915	9273
a	245	1101	6465
a	1721	1654	6815
a	247	116	6955
a	348	1372	9009
a	1325	646	6332
a	624	723	5498
a	1389	1791	8745
a	1691	1085	9975
a	1068	1599	7136
a	206	1856	6757
a	844	686	5036
a	203	318	5953
a	150	1819	8251
a	1681	1021	7823
a	1263	1437	9276
a	117	77	6697
a	695	1398	6410
a	474	1142	7688
a	1071	191	9736
a	829	1824	9694
a	741	905	9305
a	1442	1404	6949
a	1283	1952	6406
a	602	797	5423
a	1891	267	7377
a	166	834	5148
a	1683	1559	8868
a	1690	313	9135
a	1194	968	7336
a	643	1858	9309
a	629	885	8585
a	110	570	8034
a	1788	1895	8964
a	829	1764	8282
a	1970	1915	5942
a	660	229	5972
a	478	1496	8469
a	1211	1550	8065
a	823	744	9825
a	355	764	6512
a	11	472	6369
a	235	1362	9335
a	1060	1864	5194
a	1777	1738	9357
a	317	1908	7827
a	1613	420	6560
a	160	220	9550
a	1453	1956	5881
a	1469	910	9302
a	574	114	5361
a	1791	1291	7013
a	1724	1488	5401
a	1141	822	9316
a	922	610	8367
a	1533	1196	8806
a	585	740	8695
a	52	751	5372
a	1389	217	9736
a	273	159	9173
a	794	1995	7520
a	738	1689	9623
a	563	10	7067
a	1349	1431	9540
a	1884	780	8025
a	1323	917	6352
a	103	35	5584
a	57	1919	5413
a	315	51	8094
a	1117	258	8310
a	1813	1099	9385
a	1802	1504	6302
a	1036	1832	8848
a	1278	1775	7686
a	1596	208	8459
a	826	1820	7215
a	867	860	6921
a	1916	833	8721
a	627	1832	9902
a	1692	1746	8246
a	1471	1021	5506
a	904	1869	6781
a	1736	578	9875
a	299	1577	6483
a	1779	1400	5670
a	1346	1401	7902
a	61	1396	5606
a	84	1995	7712
a	1170	826	6483
a	1061	655	5557
a	593	59	5817
a	839	1739	9114
a	1925	604	9657
a	557	578	6328
a	1041	1149	5025
a	1853	810	5897
a	792	493	5024
a	1297	624	8401
a	1232	75	9360
a	153	1298	9089
a	1612	486	6779
a	1785	942	6661
a	558	738	5599
a	777	345	7370
a	1579	4	7545
a	670	831	6552
a	709	688	6767
a	1119	101	9498
a	755	1294	6156
a	183	777	8498
a	79	968	5816
a	1988	854	7547
a	1729	243	6138
a	1346	1032	5739
a	1719	1609	5222
a	1431	1409	9226
a	845	1012	9410
a	1082	737	5655
a	1504	179	6979
a	842	550	8800
a	104	711	6635
a	145	1199	5653
a	495	274	5402
a	624	1260	9047
a	1055	1641	8424
a	61	521	5349
a	1854	1267	6140
a	630	673	7739
a	150	917	7313
a	69	1227	6911
a	733	1396	8416
a	1872	313	7521
a	1503	981	8882
a	1088	1480	9554
a	1664	85	9434
a	82	1241	5345
a	804	932	6637
a	1479	1688	8735
a	36	526	8599
a	640	653	9008
a	917	1155	9449
a	1949	1944	5251
a	905	319	7141
a	838	655	7760
a	879	1709	5018
a	1488	336	5882
a	243	1395	6446
a	577	151	5746
a	1259	1219	5257
a	1153	754	6684
a	1606	1637	6614
a	1686	1169	6108
a	328	1780	7329
a	1970	272	7256
a	1036	1682	5273
a	231	950	7589
a	1317	183	8732
a	1983	710	6874
a	16	828	6635
a	1893	1529	5922
a	719	18	5319
a	1554	1609	5150
a	1625	271	7024
a	621	1437	5702
a	1140	435	7757
a	1746	1480	5972
a	1647	1452	7859
a	870	388	7677
a	1135	632	9977
a	660	194	9992
a	1075	1253	8070
a	1794	473	5235
a	855	1677	8184
a	1033	1721	9128
a	904	1635	6329
a	1846	412	8250
a	513	834	9504
a	128	1760	8081
a	1594	92	9323
a	849	1723	6339
a	229	1405	6971
a	1109	450	7120
a	1496	1357	6349
a	802	1602	6086
a	1745	186	9152
a	237	351	9924
a	41	396	8148
a	365	588	8895
a	399	1287	5869
a	1554	149	7851
a	136	581	7865
a	883	701	6963
a	205	921	5839
a	470	1287	9956
a	352	418	8544
a	1041	8	6798
a	561	355	9084
a	446	1791	6540
a	1516	1425	6709
a	1098	90	6322
a	1211	297	8048
a	1598	391	7771
a	208	1584	9764
a	28	1227	8569
a	1460	1272	6383
a	1636	855	5145
a	672	1724	8457
a	143	1557	6685
a	62	1631	8079
a	1499	222	8956
a	1196	165	6327
a	772	685	5714
a	1830	684	8908
a	1541	1475	6865
a	446	375	8631
a	1838	1925	9878
a	537	840	8246
a	594	1175	6213
a	1703	250	8363
a	893	1146	6091
a	1172	1521	5963
a	540	363	8430
a	1995	9	7751
a	602	988	5950
a	1771	1774	7029
a	1220	888	5194
a	830	740	5883
a	1067	1419	5671
a	1565	392	9745
a	899	301	7704
a	1328	649	9852
a	673	1348	9004
a	262	1795	5508
a	624	410	5994
a	1281	1321	8993
a	788	627	8514
a	1168	241	9200
a	1839	1635	5282
a	1200	546	9433
a	1832	1779	6774
a	1811	1026	9549
a	1294	1472	6151
a	1912	277	7617
a	775	53	7221
a	332	1313	7014
a	655	739	9836
a	876	806	5229
a	992	1543	8509
a	1939	1303	9183
a	235	1043	7013
a	1809	555	6649
a	797	319	7368
a	1629	1962	6969
a	1539	350	5393
a	269	1862	9773
a	1031	187	9711
a	1928	1110	7879
a	494	178	5048
a	831	1893	8468
a	1146	1161	6448
a	1870	78	6451
a	330	598	6093
a	18	1556	8321
a	152	1209	9716
a	461	1937	6394
a	1971	1442	6752
a	66	239	5382
a	1463	1207	5564
a	289	1090	9154
a	717	750	6534
a	80	652	8212
a	306	194	5093
a	1731	1866	9792
a	474	1468	8215
a	829	246	6724
a	1871	622	7199
a	1912	1097	9061
a	1787	1947	6780
a	1241	287	6792
a	1513	1026	7048
a	1289	945	6700
a	263	1942	7638
a	802	1296	7844
a	406	1686	9192
a	223	1358	6639
a	237	754	8599
a	1129	1592	8654
a	1841	1454	8024
a	1772	470	5082
a	45	235	6151
a	1389	802	9938
a	1647	1419	7902
a	1317	1750	8002
a	254	946	8147
a	55	724	5380
a	1842	454	7321
a	498	83	6218
a	1473	1129	6686
a	101	1974	6319
a	1996	1091	8320
a	1713	1679	9934
a	1242	1725	8786
a	873	822	7649
a	1737	1961	9636
a	820	843	5579
a	1783	1082	5503
a	1454	1038	9383
a	817	687	8048
a	1541	734	5009
a	104	275	5572
a	1153	934	7902
a	676	1817	6076
a	1743	1186	8708
a	765	563	7794
a	643	609	8966
a	1182	1825	7923
a	940	1204	9670
a	430	370	9471
a	1396	1245	5381
a	222	240	7130
a	1460	334	9569
a	1688	1769	8093
a	784	1419	8701
a	860	1214	5797
a	1784	1217	5991
a	1346	484	8022
a	1247	1544	7732
a	239	565	9122
a	1276	980	7470
a	1555	345	7186
a	1135	1939	5301
a	1052	421	7976
a	1990	1931	8015
a	644	1179	6642
a	710	688	5965
a	1946	1016	6849
a	145	872	5120
a	1535	300	6382
a	94	1008	6440
a	811	920	7313
a	230	1776	5724
a	340	876	5127
a	1885	1739	7024
a	1975	1865	6092
a	231	1482	9369
a	148	1569	7518
a	1343	1641	9377
a	1652	203	5614
a	356	478	9037
a	568	158	7323
a	522	1415	9356
a	1022	1290	6297
a	420	962	8120
a	1969	1457	9665
a	189	27	6452
a	154	1870	5050
a	1226	1450	6696
a	554	981	6729
a	1642	884	8039
a	1933	1757	8278
a	524	701	9853
a	1739	146	7992
a	141	203	9619
a	554	1352	6288
a	629	1788	8788
a	1026	458	9101
a	235	129	9051
a	1671	1194	6031
a	1224	1455	8294
a	373	275	9834
a	488	1495	5171
a	1934	1735	7340
a	1440	619	7051
a	488	946	9124
a	1396	1892	8346
a	469	1334	7363
a	1211	409	8076
a	1750	1458	5265
a	1188	1731	9401
a	1531	1416	9894
a	1969	166	5118
a	1496	2000	8986
a	320	1357	5350
a	1062	1827	6596
a	1046	420	8469
a	781	1141	8528
a	596	1108	6089
a	1511	569	5593
a	1006	67	9857
a	482	1843	7768
a	1748	1471	9391
a	316	610	8823
a	1111	85	9891
a	1794	1827	8923
a	763	1995	8576
a	742	728	5676
a	1618	395	8235
a	317	505	7010
a	432	1457	6204
a	476	670	5737
a	1843	1584	5984
a	828	1335	5693
a	1660	1724	6937
a	1967	1214	5992
a	1755	460	8931
a	53	592	8514
a	1819	984	9379
