p	max	2000	20000
n	1	s	
n	2	t	
a	1968	1866	62
a	1861	333	8728
a	1111	1550	1219
a	1623	839	1457
a	463	1111	3071
a	1229	1848	1033
a	654	1508	7883
a	1597	820	853
a	901	25	287
a	873	1487	1734
a	621	389	7264
a	1377	1203	9076
a	1363	1920	2890
a	886	875	6476
a	88	980	8863
a	162	1127	7442
a	1372	1906	3104
a	286	1377	7980
a	23	374	3381
a	793	1107	627
a	1494	453	7519
a	1798	1384	1680
a	1265	1948	3030
a	1726	99	9633
a	1991	133	8432
a	1149	1378	6168
a	1730	401	4840
a	602	918	5292
a	1679	1981	6443
a	422	1325	8573
a	982	853	1594
a	1883	1875	3723
a	1489	1004	5192
a	1364	484	496
a	912	1797	7623
a	845	921	541
a	10	312	8205
a	1628	1844	2943
a	1709	297	8423
a	233	962	7995
a	1690	118	2870
a	55	649	1654
a	516	941	4693
a	1727	1380	7646
a	1838	755	7138
a	1292	1415	6098
a	1914	1008	6217
a	830	429	8116
a	544	278	7853
a	431	482	5155
a	788	1953	8131
a	479	406	427
a	956	1391	5802
a	871	1936	902
a	1590	178	2800
a	94	1991	3669
a	864	1186	8081
a	769	820	8154
a	133	1673	8766
a	340	159	7380
a	451	1002	1084
a	1004	134	1687
a	40	819	1923
a	863	77	7547
a	1204	15	6419
a	1575	8	6158
a	265	983	5114
a	1964	1680	6977
a	1021	679	9659
a	57	1266	181
a	1730	356	4461
a	1645	1611	554
a	1608	1444	7668
a	201	156	7416
a	1123	1941	9404
a	1347	1321	6805
a	1667	250	8741
a	1483	1241	3751
a	489	153	7171
a	1224	1675	2384
a	327	830	5989
a	832	1380	4088
a	444	838	8954
a	100	1824	5459
a	1064	355	2368
a	1661	628	5795
a	289	1020	6986
a	602	1361	3988
a	1619	96	1785
a	1250	1733	5184
a	736	1859	517
a	1817	69	8583
a	85	459	286
a	452	1858	6028
a	1883	885	2416
a	492	353	4980
a	1329	1962	2555
a	773	6	338
a	759	1798	7219
a	638	1397	1106
a	654	85	418
a	1228	74	7018
a	1726	217	291
a	633	752	8398
a	1218	451	4779
a	1628	666	8585
a	653	948	3478
a	1995	185	4378
a	756	1333	7342
a	1404	1641	2997
a	853	733	6564
a	1927	1169	7367
a	1987	1466	204
a	463	506	5329
a	1311	1916	3219
a	913	1477	5940
a	1376	533	2570
a	656	21	9424
a	384	328	397
a	607	608	2770
a	432	68	6933
a	42	783	3479
a	357	7	9579
a	1818	1796	4672
a	792	1622	8651
a	1039	782	7519
a	1809	411	1780
a	1115	1724	3501
a	693	462	8589
a	1534	305	8935
a	1020	175	8203
a	1179	1032	8502
a	1225	1882	4318
a	1107	1370	6503
a	1268	372	4157
a	998	717	7692
a	1295	884	6312
a	1387	1279	198
a	693	1922	7493
a	176	1181	5161
a	987	1044	4157
a	1872	10	1347
a	48	1334	4313
a	1406	1329	6280
a	1703	159	8749
a	656	1369	9514
a	20	1348	9217
a	974	1105	2474
a	1834	237	1451
a	1601	238	7173
a	988	489	7107
a	1523	868	2226
a	1377	511	2946
a	1547	849	9979
a	1988	1225	4431
a	491	993	7833
a	299	1510	5559
a	910	1674	1918
a	1652	1209	5845
a	387	1175	3945
a	1276	1173	2165
a	1410	57	3372
a	91	293	6517
a	1147	1116	1143
a	3	635	8992
a	981	1172	1781
a	1077	981	1784
a	487	1276	3419
a	106	381	7956
a	394	1891	9372
a	881	945	9255
a	148	1838	2675
a	182	1982	521
a	1579	873	828
a	571	1866	2338
a	1240	1143	583
a	564	561	865
a	437	405	6351
a	1947	654	7989
a	600	1524	1173
a	111	1780	2740
a	627	753	8335
a	1185	133	8287
a	18	222	1709
a	1754	821	5691
a	887	80	2354
a	1576	865	9580
a	1500	1417	912
a	970	396	6234
a	933	792	9034
a	1818	802	5236
a	1876	1280	6745
a	294	962	6179
a	635	40	7167
a	556	1408	8170
a	1499	624	2399
a	445	304	8916
a	145	412	9680
a	1565	190	7502
a	585	926	558
a	1848	1885	6079
a	1096	1218	6194
a	289	1451	3687
a	1326	191	8552
a	459	1323	1725
a	653	1603	4910
a	1423	1123	687
a	641	303	6431
a	195	1666	5593
a	665	1894	443
a	1052	761	6568
a	1571	347	5615
a	764	927	6263
a	1739	529	2624
a	1762	466	5744
a	1767	1691	2646
a	971	684	3414
a	1325	850	9643
a	730	940	3997
a	820	814	9721
a	1601	1251	5093
a	1364	1443	1553
a	1170	548	9578
a	1887	945	8528
a	1741	1543	9542
a	782	1722	4773
a	554	257	1176
a	116	1202	3895
a	1218	824	689
a	519	1597	4478
a	1838	1278	7679
a	1946	1728	8145
a	1132	997	8334
a	544	390	1308
a	936	1744	6710
a	1470	1857	4601
a	1334	748	5733
a	1726	290	5363
a	345	1507	3317
a	1193	793	1973
a	614	733	2349
a	743	443	8244
a	1997	582	6600
a	763	438	9776
a	615	1449	2392
a	767	23	8106
a	593	1461	3627
a	1516	1425	4017
a	563	749	2151
a	1549	1965	6252
a	1713	1016	5603
a	1078	837	9779
a	640	235	9122
a	437	43	3006
a	1087	537	8776
a	1864	346	7100
a	1116	174	1145
a	1522	341	9837
a	1909	615	1518
a	454	1445	6990
a	1671	7	917
a	57	218	1234
a	1101	96	5806
a	1394	234	1469
a	1048	84	2814
a	1343	39	6401
a	426	1604	3562
a	1387	895	6110
a	660	649	3556
a	1806	1588	6104
a	450	669	3652
a	286	1327	6812
a	613	568	402
a	1694	1949	84
a	94	103	2899
a	726	1428	1629
a	1422	95	4511
a	1205	853	9097
a	716	1926	8884
a	1945	867	703
a	967	279	4813
a	854	1467	79
a	192	153	433
a	1225	565	4242
a	579	1303	8824
a	1739	191	8481
a	1974	826	2107
a	476	1973	6883
a	844	945	1907
a	1273	289	5160
a	318	1496	2345
a	1510	737	5088
a	1939	1883	4671
a	1438	1142	9450
a	1332	541	4878
a	1475	731	4354
a	483	1273	267
a	656	421	9681
a	794	319	9193
a	471	173	112
a	554	1891	1976
a	812	175	2321
a	369	1875	6928
a	957	818	2443
a	1905	1148	1753
a	399	289	5294
a	1503	1883	2829
a	1095	1105	1076
a	765	122	6163
a	855	504	4018
a	1800	675	3899
a	650	1860	2438
a	538	589	5023
a	280	373	5614
a	1774	584	7955
a	17	902	9588
a	310	1293	1856
a	1822	322	1566
a	701	1920	8238
a	1109	1027	9977
a	1773	1052	6169
a	443	1309	3971
a	528	1189	7669
a	1180	437	1564
a	78	1083	857
a	1869	63	6047
a	1938	1784	2133
a	1424	1918	8947
a	393	1939	5984
a	164	262	9910
a	1035	1737	577
a	1418	723	1658
a	1570	1886	1579
a	1703	1994	2710
a	186	1529	5721
a	156	1204	3353
a	799	450	9272
a	450	1236	2983
a	1785	346	81
a	420	300	1883
a	867	669	2154
a	1065	218	233
a	1625	306	3145
a	1849	1126	8275
a	514	1751	5310
a	1835	1111	9446
a	1249	6	7786
a	244	1586	5201
a	901	929	8136
a	1957	1992	6997
a	428	245	2562
a	61	1205	5926
a	1732	1808	9405
a	964	1794	9568
a	201	1542	2495
a	1806	1174	7478
a	902	420	4772
a	1342	918	2306
a	574	636	5317
a	463	1843	4176
a	1892	727	9202
a	1582	1758	6786
a	701	1813	2630
a	1951	1007	9154
a	1315	1237	4271
a	1428	1564	1496
a	503	181	479
a	881	77	7893
a	1766	986	5223
a	1784	517	7044
a	1696	1355	4255
a	1876	1392	3439
a	296	1559	2971
a	1223	251	958
a	997	1809	9751
a	1580	696	7769
a	1034	1400	9741
a	554	878	9326
a	1970	604	614
a	501	39	7311
a	1905	1950	5406
a	553	191	7530
a	1302	1852	1154
a	652	309	8155
a	809	1698	5877
a	1910	31	7200
a	545	1881	9303
a	1778	645	3669
a	558	405	2442
a	1683	1642	7087
a	413	954	4052
a	1284	743	1845
a	1097	118	5648
a	1136	476	4482
a	470	932	5164
a	968	62	5776
a	1784	280	8668
a	698	139	8402
a	753	1132	5529
a	774	300	763
a	1749	1531	1471
a	169	1052	9797
a	1352	19	8735
a	1194	1465	9723
a	290	730	227
a	1074	1142	7596
a	260	486	9043
a	1991	662	8999
a	377	713	4881
a	1384	64	277
a	1379	839	4249
a	182	1249	7200
a	258	1329	5908
a	1238	30	1947
a	57	633	6798
a	1309	801	6826
a	679	617	6424
a	601	1745	6768
a	1776	270	4655
a	1215	617	5910
a	1742	1221	8413
a	806	1441	5328
a	1129	1494	1728
a	361	452	8853
a	928	986	1550
a	780	859	4567
a	51	1329	9193
a	1160	969	2019
a	323	913	1063
a	1319	663	6092
a	168	642	266
a	452	1710	540
a	87	73	9761
a	624	1190	9331
a	748	1172	331
a	1876	1814	2336
a	460	1996	4734
a	1695	255	8739
a	496	1388	5224
a	28	1855	4141
a	1838	1337	1128
a	1485	47	7258
a	256	434	9493
a	606	1064	3571
a	548	865	112
a	679	350	6167
a	621	75	2443
a	280	1201	8825
a	1716	290	2335
a	26	605	5358
a	858	1726	6432
a	1907	1721	8855
a	186	1506	4701
a	1425	1909	5850
a	640	771	6969
a	1500	1031	968
