p	max	1000	20000
n	1	s	
n	2	t	
a	750	287	9853
a	953	255	6989
a	155	589	5257
a	925	97	6507
a	281	811	3673
a	929	983	2853
a	177	842	514
a	894	937	8965
a	682	249	4459
a	605	768	971
a	531	101	1361
a	464	536	7613
a	438	651	4374
a	80	743	7438
a	22	805	9549
a	232	925	4199
a	861	890	6779
a	921	445	1127
a	706	585	8935
a	662	996	8951
a	362	34	9443
a	71	718	1345
a	408	262	8520
a	304	247	8479
a	513	278	1689
a	181	384	2487
a	951	188	7525
a	497	619	9863
a	794	361	3618
a	63	940	8517
a	842	605	6945
a	185	822	9333
a	775	3	2935
a	438	307	8764
a	885	714	8946
a	901	714	6903
a	977	92	6012
a	760	668	5527
a	755	355	1149
a	958	772	9224
a	651	876	9936
a	699	632	2331
a	411	880	9066
a	268	991	1527
a	360	776	5525
a	860	685	7830
a	881	410	7363
a	613	803	7228
a	899	596	2661
a	89	104	8800
a	409	482	6708
a	669	644	7457
a	653	831	7240
a	840	794	6116
a	913	995	1681
a	553	4	889
a	880	233	3222
a	308	834	4858
a	610	478	1751
a	633	935	2519
a	61	406	4479
a	303	585	3522
a	840	470	467
a	434	699	9200
a	418	788	3181
a	510	150	5178
a	224	107	8644
a	97	467	5516
a	791	341	3261
a	839	681	925
a	883	329	7807
a	340	791	9866
a	506	926	7053
a	814	618	7658
a	256	146	8454
a	113	673	3680
a	590	141	7466
a	212	851	893
a	170	203	8024
a	850	601	6187
a	167	170	5397
a	545	126	3681
a	506	338	9448
a	789	635	7717
a	759	445	8450
a	636	799	4239
a	878	708	2066
a	352	513	5548
a	723	626	1131
a	303	926	9985
a	568	261	6770
a	400	151	7138
a	374	257	4102
a	574	398	5833
a	867	384	2046
a	973	899	7148
a	724	511	770
a	443	920	9573
a	184	876	8333
a	357	579	939
a	336	962	8543
a	227	799	8221
a	642	88	1309
a	923	545	5746
a	162	309	5005
a	879	672	5549
a	685	39	3004
a	756	76	8435
a	228	933	6871
a	11	137	3328
a	546	286	5266
a	396	965	9826
a	573	771	5983
a	986	376	8399
a	822	226	7172
a	815	863	3523
a	635	595	6900
a	264	714	2741
a	533	486	850
a	941	513	5947
a	911	345	7116
a	768	217	9171
a	521	311	4417
a	740	141	1137
a	846	902	4408
a	25	672	3828
a	800	746	6830
a	48	591	2506
a	212	998	3537
a	696	811	5297
a	640	306	7733
a	575	418	6079
a	568	84	1931
a	916	534	8247
a	921	868	5393
a	869	931	5941
a	325	901	3790
a	145	39	6516
a	947	86	8648
a	684	867	4144
a	481	504	6820
a	151	126	3001
a	236	262	9371
a	400	2	4363
a	476	309	23
a	847	294	7826
a	563	919	7864
a	148	599	6116
a	187	443	4063
a	97	57	9214
a	710	949	5576
a	509	157	5712
a	718	322	6159
a	409	816	7134
a	720	610	5435
a	851	460	8316
a	263	202	760
a	180	740	1245
a	768	1000	3636
a	546	149	7045
a	802	11	1909
a	493	316	7220
a	133	891	3678
a	389	385	5982
a	375	824	4795
a	693	339	2130
a	702	387	168
a	446	93	1785
a	817	607	3965
a	750	399	6047
a	199	383	263
a	646	186	8548
a	427	368	9163
a	655	184	8443
a	535	854	8182
a	302	751	6296
a	800	869	626
a	772	267	1752
a	670	494	537
a	368	502	6391
a	919	469	4467
a	903	944	228
a	598	156	6253
a	914	183	3875
a	411	211	3474
a	35	607	5603
a	911	742	1213
a	678	183	9358
a	53	650	7465
a	611	144	3608
a	249	183	9819
a	477	991	9547
a	991	325	9612
a	334	632	4365
a	304	571	3324
a	818	957	8964
a	255	222	7135
a	511	160	5156
a	774	848	5081
a	663	39	9427
a	568	539	489
a	453	231	5716
a	176	852	7353
a	266	986	7243
a	383	715	9858
a	934	713	6519
a	452	48	9507
a	48	237	6991
a	357	893	274
a	276	501	9431
a	188	713	3338
a	529	515	2974
a	552	700	5311
a	718	201	7754
a	153	279	9928
a	245	953	4728
a	508	221	8630
a	141	846	9673
a	685	785	3679
a	346	147	4437
a	48	297	9659
a	336	244	6203
a	910	680	4002
a	462	967	7107
a	56	2	658
a	609	874	2041
a	646	305	8530
a	904	191	5427
a	809	870	2837
a	350	134	9310
a	578	189	2153
a	463	941	1516
a	924	81	3981
a	299	580	2971
a	442	744	1528
a	792	707	8576
a	444	78	6670
a	725	43	5395
a	40	195	5648
a	130	349	269
a	948	637	4845
a	934	952	1446
a	404	659	1182
a	519	874	6344
a	987	890	359
a	182	536	9558
a	454	285	3079
a	866	804	1974
a	6	613	801
a	898	235	3389
a	609	127	8962
a	58	495	7225
a	42	808	5584
a	404	215	1741
a	23	575	9193
a	874	13	2219
a	106	403	5474
a	357	226	8258
a	177	324	4734
a	239	2	4686
a	924	700	4322
a	559	959	3785
a	859	913	7389
a	474	433	1685
a	423	72	4448
a	427	154	9763
a	648	516	3749
a	419	991	745
a	527	389	1841
a	414	582	7233
a	329	762	6952
a	372	980	2873
a	229	589	1287
a	319	719	4091
a	658	327	9489
a	877	81	4978
a	826	753	9167
a	821	954	1658
a	307	60	8282
a	330	871	1757
a	807	763	3400
a	166	193	3371
a	378	107	1995
a	18	968	7819
a	516	95	4054
a	94	103	4198
a	779	775	6153
a	684	888	5612
a	658	779	6386
a	623	849	1499
a	35	373	4367
a	634	493	4498
a	274	802	1692
a	832	984	5157
a	585	176	3550
a	850	212	1367
a	278	789	8696
a	940	854	5744
a	686	150	4428
a	211	370	8176
a	875	811	2244
a	128	846	67
a	794	319	9157
a	713	165	9690
a	510	365	3423
a	42	927	6110
a	461	40	8384
a	392	561	4770
a	689	269	922
a	223	626	5932
a	977	10	3800
a	924	567	7101
a	640	102	2522
a	497	237	1838
a	63	42	6566
a	319	956	1824
a	492	416	5461
a	916	322	6769
a	683	457	5196
a	542	412	4383
a	7	531	4516
a	113	942	6667
a	482	381	9572
a	62	97	4266
a	839	347	4749
a	548	900	5923
a	4	954	8432
a	299	750	8176
a	65	478	4855
a	53	693	3685
a	662	525	9199
a	316	73	2490
a	936	454	6186
a	131	100	9734
a	947	198	2298
a	723	879	7443
a	377	175	53
a	529	218	4302
a	861	133	2722
a	538	344	9812
a	847	470	8375
a	953	871	214
a	159	65	9199
a	489	199	6652
a	839	739	1624
a	537	273	1028
a	168	428	4406
a	742	490	5780
a	177	418	2943
a	327	880	6964
a	684	311	1625
a	617	876	1408
a	158	922	2151
a	845	836	6026
a	372	426	7578
a	487	939	3922
a	224	737	3773
a	157	243	5014
a	461	349	1840
a	85	529	6302
a	848	485	856
a	82	549	8275
a	797	436	9711
a	481	893	6819
a	561	593	2920
a	863	292	591
a	185	325	119
a	132	196	4775
a	618	917	2917
a	263	798	6818
a	791	568	3931
a	385	948	4883
a	406	542	3636
a	394	682	5140
a	532	404	8939
a	539	432	3244
a	783	261	8843
a	626	362	7343
a	882	704	4535
a	114	598	9672
a	799	755	1953
a	404	760	3289
a	980	43	7059
a	631	658	4203
a	917	695	4021
a	633	122	8965
a	596	106	9173
a	979	98	5383
a	619	59	4522
a	107	367	1086
a	130	186	6848
a	162	267	7792
a	572	834	2669
a	104	518	5375
a	671	926	6376
a	620	566	852
a	641	351	9900
a	816	227	177
a	767	950	6261
a	864	255	3261
a	43	306	1940
a	732	446	2858
a	280	143	7003
a	893	237	8592
a	609	542	3699
a	837	998	9085
a	977	892	7084
a	156	183	6949
a	603	198	8446
a	218	360	9786
a	368	309	5660
a	227	250	8046
a	561	718	6064
a	363	490	2707
a	969	926	6115
a	498	650	6707
a	620	289	9475
a	583	943	9245
a	468	982	1856
a	696	177	420
a	878	665	8794
a	682	396	285
a	645	280	3067
a	408	825	3983
a	304	762	9873
a	781	328	7948
a	527	868	1205
a	435	308	155
a	331	455	2150
a	465	841	1537
a	47	387	9815
a	990	209	6806
a	476	335	8066
a	847	360	1506
a	478	261	2517
a	118	828	8529
a	690	149	2019
a	102	401	6128
a	231	247	113
a	819	459	5560
a	418	560	9510
a	934	520	5882
a	791	113	2196
a	316	343	1727
a	770	140	445
a	297	614	8421
a	776	660	8071
a	232	552	4195
a	538	946	4228
a	448	660	6202
a	547	160	9711
a	457	586	7472
a	955	199	1325
a	719	791	3391
a	613	304	3440
a	906	912	2215
a	108	824	9033
a	290	429	1046
a	375	882	3385
a	488	14	876
a	656	518	2826
a	416	362	2151
a	623	73	6310
a	759	665	7800
a	941	940	4128
a	74	941	2085
a	129	676	4514
a	85	299	1267
a	94	443	1933
a	366	316	6944
a	276	556	6915
a	260	105	6724
a	1000	278	4481
a	359	525	4762
a	587	374	9429
a	458	302	6224
a	303	186	301
a	632	944	6944
a	464	994	67
a	175	237	573
a	468	89	7364
a	749	312	3922
a	938	665	5406
a	244	896	271
a	389	719	5996
a	981	406	8062
a	361	757	8955
a	748	391	4312
a	340	258	8833
a	356	901	1680
a	490	403	923
a	508	723	1530
a	934	647	6989
a	918	24	6859
a	867	608	9605
a	851	103	2130
a	853	573	473
a	920	428	613
a	793	930	7985
a	576	478	6762
a	548	156	409
a	776	799	3016
