p	max	100	5000
n	1	s	
n	2	t	
a	63	76	9431
a	19	91	9525
a	76	88	6733
a	42	88	1866
a	85	87	6255
a	32	77	2957
a	95	98	9971
a	8	38	2248
a	85	56	2696
a	41	34	5996
a	88	67	4112
a	94	57	2171
a	98	36	2696
a	3	11	3488
a	46	30	2453
a	12	90	4497
a	16	29	1991
a	73	92	9256
a	22	7	910
a	79	82	1461
a	59	14	7327
a	96	9	1330
a	25	3	4533
a	21	55	9572
a	78	56	9581
a	54	33	331
a	44	15	1380
a	67	71	482
a	30	89	6908
a	91	93	5435
a	33	68	9288
a	53	9	4068
a	80	89	6674
a	63	96	8132
a	19	6	3955
a	5	39	728
a	86	50	865
a	52	70	9081
a	62	59	7032
a	14	41	801
a	71	72	2894
a	65	23	5299
a	37	89	1974
a	47	16	4805
a	88	95	7298
a	51	85	2406
a	17	37	3675
a	37	42	8947
a	94	21	5842
a	84	11	3848
a	74	33	9482
a	26	63	1998
a	83	66	4062
a	46	58	3043
a	97	98	6302
a	79	54	1405
a	83	51	3088
a	69	12	4699
a	55	41	7311
a	31	64	6283
a	35	5	6956
a	55	94	5307
a	96	21	7485
a	72	30	5447
a	21	75	8703
a	54	13	3142
a	30	42	9742
a	34	57	192
a	91	8	2373
a	6	51	9223
a	87	60	8111
a	63	55	6159
a	29	99	5279
a	33	96	8304
a	39	14	9886
a	80	69	5082
a	43	75	1315
a	100	8	177
a	19	34	3094
a	5	27	5052
a	62	68	1679
a	66	27	2357
a	52	90	9228
a	15	86	525
a	32	6	2766
a	4	84	4692
a	99	46	4466
a	14	5	7730
a	71	44	3252
a	75	41	8818
a	47	71	1913
a	27	59	8879
a	23	47	4704
a	64	36	5824
a	84	47	8139
a	70	14	7512
a	74	69	8314
a	3	67	4515
a	64	83	3069
a	97	29	4361
a	22	92	3168
a	83	94	5348
a	12	98	5587
a	69	95	4470
a	73	20	8794
a	93	73	692
a	35	80	8363
a	96	66	1240
a	31	36	5434
a	35	33	4438
a	92	54	9293
a	11	56	8832
a	72	58	4370
a	1	98	2207
a	48	3	6901
a	68	78	5425
a	24	44	3130
a	30	6	7622
a	34	93	8465
a	91	20	6403
a	20	24	8103
a	24	91	9843
a	81	94	6641
a	43	38	4234
a	100	93	3171
a	33	12	6183
a	53	65	6519
a	39	50	3794
a	100	44	3116
a	86	11	3568
a	15	5	9326
a	19	62	9314
a	56	57	9721
a	89	55	4584
a	95	9	6811
a	28	86	2500
a	61	26	5219
a	47	91	1684
a	17	92	7802
a	37	17	7465
a	94	66	7207
a	88	23	1189
a	74	22	8887
a	3	46	3284
a	60	69	448
a	46	3	7709
a	36	61	1725
a	93	60	1920
a	97	57	5933
a	12	6	5351
a	16	65	5128
a	73	48	523
a	49	15	9097
a	55	17	3532
a	82	81	7145
a	45	91	7854
a	48	80	9744
a	68	19	3389
a	72	86	944
a	1	78	3563
a	78	76	9926
a	44	36	5859
a	20	77	7715
a	81	41	9374
a	34	97	9513
a	77	61	7156
a	39	65	2758
a	43	2	5773
a	29	43	8955
a	33	40	4528
a	90	43	4615
a	9	7	5248
a	52	99	8574
a	15	25	4447
a	19	90	7582
a	5	83	2063
a	62	28	6035
a	99	25	2852
a	8	88	3111
a	28	11	4735
a	85	86	4252
a	32	78	8498
a	14	82	5376
a	89	19	7886
a	75	96	689
a	4	44	9056
a	65	10	198
a	88	68	6683
a	37	53	4295
a	94	62	6122
a	98	37	9111
a	74	10	6341
a	23	87	4278
a	50	19	2128
a	40	5	4356
a	46	31	6366
a	12	91	7331
a	16	30	9121
a	36	81	5388
a	22	4	9503
a	79	93	4869
a	83	22	642
a	73	44	1643
a	45	46	2711
a	49	43	4464
a	92	79	9178
a	96	10	1111
a	82	53	8470
a	21	54	248
a	11	64	827
a	58	45	4615
a	44	8	5473
a	34	18	5410
a	20	97	1159
a	77	80	7181
a	24	100	2532
a	81	21	1454
a	10	27	5408
a	30	94	1829
a	77	33	7525
a	53	8	2176
a	80	90	32
a	100	21	2978
a	90	15	7045
a	19	9	2456
a	5	38	7001
a	9	35	667
a	66	52	9650
a	52	71	3425
a	62	56	3739
a	95	48	2091
a	18	85	3349
a	75	12	3425
a	95	65	5593
a	65	22	2628
a	51	39	3930
a	37	88	5683
a	41	29	1613
a	98	86	3807
a	61	66	4982
a	27	94	4873
a	47	19	4620
a	17	36	7522
a	37	41	312
a	13	48	1635
a	70	35	1587
a	74	46	7350
a	40	82	5843
a	22	32	4937
a	79	49	1967
a	83	50	2362
a	69	11	8560
a	45	18	8435
a	31	67	8105
a	35	4	901
a	92	83	178
a	55	89	4030
a	96	22	2986
a	82	25	7973
a	72	31	3028
a	58	94	7110
a	21	74	6732
a	78	21	9752
a	44	93	1285
a	48	24	984
a	87	78	7886
a	24	64	7766
a	6	48	8312
a	10	63	5385
a	67	34	6167
a	87	63	7552
a	80	70	7403
a	100	9	7619
a	29	19	7326
a	66	24	206
a	86	95	5774
a	52	91	9553
a	76	97	8446
a	32	7	4783
a	18	38	7021
a	75	91	7289
a	38	45	212
a	4	85	1042
a	95	20	1633
a	99	81	4935
a	85	14	5357
a	71	47	66
a	47	70	5244
a	51	3	9720
a	27	58	4354
a	88	60	4018
a	3	53	9130
a	13	84	4076
a	70	15	2641
a	40	78	764
a	36	26	7965
a	97	28	6389
a	83	97	6273
a	69	94	9056
a	73	27	9858
a	93	72	4632
a	96	67	5414
a	31	39	6365
a	35	32	8054
a	7	62	3004
a	68	56	8476
a	44	65	8069
a	7	79	7519
a	34	90	6347
a	81	93	5762
a	6	28	9640
a	67	30	4841
a	57	20	4668
a	63	42	2346
a	29	70	5593
a	53	64	7009
a	80	34	6006
a	86	8	2078
a	19	65	7315
a	76	54	4926
a	42	98	1244
a	62	97	812
a	56	58	3736
a	18	10	4066
a	38	73	8144
a	85	34	9437
a	61	25	1071
a	51	31	6799
a	37	16	6776
a	94	67	55
a	41	85	2349
a	27	6	1960
a	74	23	2607
a	3	17	2099
a	60	70	7979
a	40	42	4561
a	60	53	6984
a	16	51	7886
a	36	62	5622
a	97	56	7715
a	73	55	7275
a	35	79	334
a	55	16	6265
a	45	90	1011
a	11	39	1270
a	1	77	9141
a	58	22	5710
a	44	37	4194
a	34	15	3064
a	24	9	4836
a	81	40	8519
a	10	100	6647
a	20	61	7448
a	53	51	3392
a	39	64	1892
a	43	5	346
a	29	42	4490
a	33	47	2304
a	90	40	5295
a	80	14	2230
a	19	93	1521
a	76	90	9524
a	8	89	1837
a	99	24	2596
a	41	32	6176
a	37	52	6999
a	94	63	1331
a	13	11	2697
a	3	13	608
a	84	96	807
a	50	16	1514
a	46	28	5955
a	36	82	9603
a	93	31	1838
a	79	92	7350
a	69	22	9182
a	49	42	5278
a	92	72	3840
a	96	11	8897
a	82	50	9369
a	1	56	9279
a	78	62	4009
a	7	6	714
a	54	39	7748
a	44	9	619
a	34	19	7900
a	20	98	505
a	6	85	2339
a	67	73	5309
a	30	95	7271
a	91	95	3103
a	57	76	5740
a	39	100	3213
a	43	97	7546
a	90	12	5600
a	19	8	5402
a	9	34	3089
a	66	53	781
a	86	48	5480
a	42	58	3503
a	62	57	1151
a	38	6	3318
a	95	51	6716
a	71	74	6343
a	75	15	5759
a	95	64	7740
a	65	21	8828
a	98	87	1244
a	47	18	2125
a	51	87	524
a	23	5	4224
a	84	21	765
a	70	32	4769
a	74	47	4698
a	40	83	1313
a	50	52	5958
a	83	68	6956
a	46	56	2531
a	93	99	4996
a	22	33	1050
a	97	96	5942
a	79	48	2030
a	69	10	5209
a	45	17	5845
a	49	86	7171
a	31	66	40
a	35	7	4513
a	55	88	9133
a	25	29	6982
a	82	22	7798
a	11	30	2230
a	21	73	7075
a	30	40	4712
a	34	55	8645
a	91	10	6910
a	20	6	7886
a	24	65	5815
a	10	60	1576
a	67	37	5386
a	43	77	1496
a	15	35	3173
a	76	19	6698
a	66	25	5313
a	86	92	9908
a	52	36	2066
a	15	80	8788
a	42	30	196
a	32	24	9663
a	18	39	9982
a	38	34	5182
a	95	23	7836
a	4	86	9049
a	99	80	8355
a	65	64	7976
a	28	76	9336
a	14	11	7011
a	51	2	3175
a	27	61	899
a	47	54	5571
a	84	41	8623
a	3	69	3149
a	60	18	9959
a	36	27	3396
a	97	19	8238
a	35	82	115
a	55	15	13
a	59	72	6405
a	31	38	475
a	92	48	2751
a	7	57	7077
a	68	57	2735
a	44	66	3763
a	7	78	1598
a	68	72	6089
a	10	65	9267
a	30	4	7690
a	34	91	5819
a	20	26	6537
a	77	23	8236
a	24	93	4585
a	81	92	6853
a	57	27	979
a	43	24	7664
a	100	95	5039
a	63	85	3031
a	29	69	3547
a	53	79	8680
a	15	7	8524
a	56	76	4961
a	56	59	762
a	32	36	1497
a	75	70	3459
a	95	11	884
a	8	13	1285
a	28	80	7512
a	85	33	6568
a	51	30	7032
a	37	31	2303
a	41	84	385
a	98	31	9951
a	60	71	1601
a	16	52	6195
a	93	58	7592
