p	max	100	2500
n	1	s	
n	2	t	
a	31	6	1849
a	14	74	1605
a	40	22	4217
a	21	28	982
a	4	36	239
a	78	39	3905
a	8	63	1605
a	46	12	1587
a	29	44	2897
a	11	90	639
a	68	25	1056
a	33	41	2173
a	90	42	3490
a	73	82	1076
a	41	57	2076
a	97	52	1846
a	78	86	2569
a	44	34	574
a	86	22	352
a	52	98	2558
a	34	8	82
a	19	91	1450
a	94	54	4257
a	45	61	3430
a	67	80	1558
a	13	20	32
a	74	2	2897
a	23	95	1755
a	82	66	3382
a	32	77	3918
a	31	15	1186
a	95	98	4466
a	4	35	96
a	29	37	1715
a	33	34	1987
a	72	67	1900
a	1	89	1228
a	22	12	4592
a	80	3	2930
a	61	63	4657
a	83	14	2446
a	19	96	2499
a	81	36	1616
a	62	6	2486
a	67	89	3277
a	35	96	2207
a	38	31	4633
a	14	84	2233
a	21	46	3688
a	78	49	2988
a	8	45	2468
a	65	12	2301
a	46	30	3051
a	29	62	2816
a	12	90	1468
a	90	60	2395
a	36	80	4723
a	54	46	703
a	41	43	2541
a	22	7	1547
a	9	50	532
a	83	23	590
a	47	5	850
a	34	26	4036
a	20	89	4955
a	24	28	2704
a	5	70	2214
a	6	92	445
a	66	84	544
a	38	22	1470
a	77	41	2853
a	8	69	1564
a	45	64	649
a	33	67	4212
a	14	95	4205
a	70	72	177
a	89	30	3692
a	75	31	800
a	21	55	3836
a	46	33	592
a	29	55	1245
a	11	65	92
a	33	60	1082
a	16	20	3697
a	73	69	2418
a	37	87	4510
a	58	44	260
a	97	95	1207
a	5	62	2721
a	61	49	262
a	79	91	143
a	83	28	3770
a	66	60	4454
a	69	17	3126
a	5	79	3007
a	6	87	2548
a	84	5	4408
a	8	76	2351
a	28	23	2470
a	33	68	942
a	53	9	2872
a	1	51	2010
a	58	68	2129
a	4	24	664
a	58	55	3689
a	5	39	708
a	27	70	2834
a	86	50	3695
a	59	28	3239
a	42	60	1833
a	98	49	4186
a	81	15	1265
a	6	78	3225
a	45	33	152
a	5	72	1161
a	84	12	1263
a	77	74	2012
a	13	56	3199
a	87	17	991
a	55	72	2155
a	25	13	3122
a	99	50	1245
a	18	84	1687
a	1	52	1321
a	75	13	2450
a	58	79	1814
a	65	23	2552
a	46	51	4929
a	16	2	4231
a	36	77	4922
a	19	15	1273
a	22	40	4772
a	5	32	2081
a	30	56	162
a	52	77	93
a	56	8	2707
a	94	21	1716
a	6	65	3885
a	45	26	2784
a	92	91	2353
a	82	33	4056
a	72	23	3075
a	53	27	2480
a	18	79	4236
a	26	63	2423
a	29	2	2183
a	54	10	3145
a	19	20	2169
a	22	35	3864
a	62	90	4628
a	30	35	1465
a	34	62	3289
a	94	28	1036
a	6	56	4033
a	50	94	2934
a	31	64	681
a	40	88	2755
a	96	21	4486
a	63	14	320
a	72	30	2652
a	18	70	130
a	57	97	612
a	22	75	3226
a	26	6	2597
a	44	92	1268
a	61	85	2380
a	30	42	3846
a	88	45	817
a	52	83	1221
a	56	22	2028
a	55	38	4141
a	42	41	624
a	84	25	2347
a	49	73	2281
a	13	35	4007
a	87	60	1849
a	31	73	3589
a	74	83	2581
a	55	87	3243
a	38	53	883
a	43	58	2831
a	58	88	2092
a	22	66	307
a	43	75	1374
a	44	91	668
a	83	80	3398
a	29	20	3746
a	51	59	2895
a	15	33	3255
a	19	34	2694
a	5	27	1323
a	62	68	1558
a	27	34	931
a	66	27	4705
a	88	52	1161
a	87	68	4340
a	34	48	4846
a	15	86	4905
a	52	90	4619
a	94	14	4211
a	67	40	4555
a	31	54	4098
a	87	53	964
a	3	90	4609
a	99	46	4706
a	82	10	235
a	85	15	3743
a	50	35	3047
a	89	68	2139
a	39	7	2042
a	22	69	855
a	21	93	4187
a	43	64	2455
a	7	94	4763
a	15	46	4107
a	22	52	4690
a	9	65	163
a	10	81	753
a	30	20	3264
a	55	52	1101
a	20	10	3107
a	96	75	1125
a	3	50	3033
a	25	65	1905
a	6	45	994
a	67	17	2631
a	31	63	1155
a	74	69	3092
a	75	81	703
a	95	18	2334
a	43	40	2295
a	99	87	1845
a	8	22	2026
a	63	37	580
a	28	73	546
a	64	83	3798
a	85	8	1680
a	90	69	4726
a	72	51	2825
a	80	51	643
a	26	19	3101
a	100	62	3755
a	12	98	3161
a	69	95	4557
a	54	22	2138
a	76	7	1803
a	9	74	4210
a	34	66	2130
a	24	84	3262
a	25	74	1248
a	50	66	349
a	13	78	3032
a	74	76	4485
a	92	54	2636
a	95	27	3380
a	60	47	1358
a	11	56	1276
a	33	11	1406
a	14	23	2123
a	89	86	1712
a	22	87	4848
a	7	76	2537
a	47	85	324
a	12	25	511
a	41	100	3012
a	24	44	4241
a	98	15	52
a	59	79	2828
a	77	25	3194
a	64	50	4734
a	89	46	1931
a	35	38	4100
a	38	81	3514
a	40	59	2551
a	39	93	213
a	99	69	149
a	28	95	4277
a	29	71	1523
a	85	26	4310
a	89	95	31
a	14	30	2469
a	72	33	44
a	36	15	4207
a	48	58	3326
a	47	82	2594
a	86	11	1622
a	16	83	4115
a	17	91	3099
a	56	74	3455
a	88	16	4065
a	52	62	6
a	34	84	4038
a	3	41	2737
a	6	22	679
a	81	87	3447
a	31	42	4486
a	40	34	940
a	4	72	2961
a	60	61	1397
a	100	68	3629
a	63	80	1752
a	11	54	4282
a	16	59	2690
a	72	40	4204
a	36	54	2224
a	54	72	2844
a	93	35	1141
a	39	43	2692
a	22	97	3805
a	86	2	2460
a	37	17	3874
a	41	86	2359
a	81	63	4546
a	49	22	840
a	91	98	246
a	57	39	4413
a	63	89	1222
a	65	39	2869
a	11	47	491
a	33	30	2521
a	54	67	4546
a	36	61	3419
a	58	14	1128
a	48	40	1681
a	15	11	4088
a	56	88	4604
a	37	26	1427
a	20	70	1097
a	76	43	3537
a	5	97	4976
a	88	30	1207
a	60	92	4302
a	25	38	1846
a	81	65	3882
a	45	91	1419
a	84	74	1824
a	31	24	1534
a	14	64	291
a	40	16	2195
a	100	74	2671
a	48	80	2116
a	11	36	2570
a	85	53	3708
a	20	77	1021
a	62	21	4258
a	52	11	1620
a	60	91	410
a	84	81	446
a	92	17	2829
a	78	36	109
a	7	24	2001
a	63	79	723
a	65	49	625
a	48	87	4531
a	85	62	4733
a	11	93	2435
a	46	13	2896
a	41	56	1405
a	61	37	773
a	9	7	2381
a	12	52	3227
a	86	23	4879
a	52	99	2415
a	19	90	705
a	20	84	3811
a	42	89	3728
a	74	3	423
a	20	59	3167
a	59	96	2565
a	85	86	2112
a	1	47	4422
a	57	58	4203
a	4	44	4772
a	48	78	1545
a	54	84	4793
a	93	7	4495
a	58	27	709
a	61	62	3645
a	9	8	3447
a	66	43	4577
a	86	46	4700
a	69	46	1125
a	37	53	3399
a	81	27	4872
a	49	50	380
a	23	87	18
a	28	2	1125
a	32	69	1136
a	70	86	2394
a	75	25	364
a	57	67	1022
a	21	45	2455
a	46	31	3984
a	68	8	2038
a	16	30	3391
a	72	75	839
a	73	67	4621
a	97	69	1765
a	47	4	3224
a	69	23	3675
a	37	62	405
a	94	33	4550
a	76	79	3049
a	49	43	2591
a	30	87	2134
a	13	5	2085
a	91	71	3045
a	92	79	4014
a	38	23	803
a	96	10	1848
a	25	2	842
a	85	88	4554
a	33	66	3363
a	89	29	3438
a	53	15	353
a	1	57	4272
a	40	12	1377
a	78	57	4276
a	46	38	2602
a	33	51	3869
a	90	4	1004
a	36	88	2696
a	22	31	558
a	91	47	3021
a	37	39	1891
a	98	55	3147
a	6	84	2956
a	81	21	4013
a	62	49	1517
a	45	39	336
a	5	78	4217
a	49	44	225
a	84	6	3999
a	13	62	4575
a	87	27	2799
a	92	70	1633
a	82	44	2606
a	50	5	4390
a	71	82	4799
a	53	8	4015
a	100	21	799
a	36	71	4115
a	27	89	2191
a	30	54	3376
a	34	45	2759
a	17	35	2811
a	91	36	4358
a	56	2	3397
a	42	61	1622
a	62	56	3835
a	10	2	1287
a	87	16	488
a	91	85	393
a	74	39	2137
a	92	93	1506
a	55	75	1298
a	95	48	1121
a	14	46	3004
a	18	85	361
a	57	86	472
a	58	76	2457
a	39	98	3088
a	95	65	3611
a	80	81	3132
a	26	53	3919
a	46	48	248
a	12	64	4306
a	51	39	396
a	36	78	4196
a	37	88	1408
a	41	29	4930
a	83	45	155
a	88	32	1699
a	69	2	2583
a	91	61	158
a	56	9	3490
a	77	66	545
a	81	7	1120
a	6	70	836
a	84	20	1734
a	30	72	3478
a	70	35	3117
a	18	61	2445
a	74	46	1806
a	38	56	2762
a	75	5	3750
a	21	65	1753
a	43	92	1875
a	26	60	1972
a	46	59	2010
a	51	44	113
a	41	6	165
a	98	81	3048
a	62	91	4327
a	30	32	2247
a	86	77	4699
a	52	85	4742
a	91	50	3052
a	94	29	3777
a	23	3	2771
a	67	61	210
a	32	9	806
a	13	41	4624
a	87	38	2233
a	70	26	4376
a	31	67	1512
a	18	52	3277
a	92	83	1421
a	96	22	1169
