p	max	2000	50000
n	1	s	
n	2	t	
a	1151	604	7386
a	1792	1505	1959
a	1144	230	2340
a	157	23	7278
a	980	1020	2554
a	1192	700	7115
a	60	710	9460
a	1683	530	8632
a	1441	131	9891
a	1849	766	5705
a	583	538	838
a	1872	1705	728
a	124	221	4032
a	55	1117	6147
a	73	1161	8536
a	1987	136	4337
a	1473	530	5090
a	573	1260	8594
a	479	45	933
a	797	216	3606
a	1005	1833	8465
a	6	1810	2670
a	1435	1390	2227
a	1827	672	8261
a	190	931	7761
a	1866	902	7501
a	1518	237	4043
a	1195	186	5454
a	1820	1711	8506
a	831	1474	801
a	646	1654	1887
a	1951	515	5652
a	1347	263	9997
a	390	1328	9667
a	196	1511	2511
a	805	479	170
a	219	1806	5198
a	1284	1576	9593
a	888	891	9990
a	500	1821	8088
a	530	102	5670
a	1872	245	4562
a	256	1183	4277
a	1284	387	2313
a	1840	1327	1451
a	1450	1943	3324
a	493	564	5704
a	703	1941	9954
a	311	443	4966
a	276	1454	8221
a	265	1223	1140
a	1904	1702	3120
a	871	1699	2517
a	292	452	6399
a	790	335	986
a	684	838	408
a	1509	793	6915
a	317	887	5966
a	785	205	6672
a	658	853	7316
a	453	87	829
a	697	777	4561
a	257	916	4338
a	649	1466	3671
a	282	65	3507
a	192	207	8560
a	291	149	8261
a	1536	1445	5527
a	1024	1225	7270
a	1423	1267	5427
a	911	1935	1445
a	1171	606	4617
a	1685	984	6263
a	1872	561	233
a	203	1130	7712
a	99	1069	3861
a	560	553	9945
a	1392	1878	3041
a	396	735	7626
a	1149	1190	1407
a	804	1607	5049
a	1426	1667	4832
a	1876	1699	6595
a	1802	1290	4423
a	827	1710	3720
a	771	970	3940
a	1825	1275	1642
a	1859	1131	9620
a	47	1067	3705
a	134	1570	4725
a	780	772	3740
a	469	1413	1052
a	1066	1025	7897
a	300	417	9230
a	946	1155	5958
a	1356	1402	6350
a	69	1644	5166
a	1736	744	1001
a	131	1353	5795
a	101	91	7327
a	1258	1792	4145
a	802	46	9740
a	1482	1436	5024
a	1371	1571	7696
a	1959	1250	7986
a	1302	739	7601
a	1106	32	278
a	1733	197	4663
a	578	585	6517
a	1878	1046	3232
a	1954	1534	5628
a	841	1161	1093
a	1389	1211	3979
a	1177	379	2617
a	1894	472	4804
a	1110	555	5942
a	1827	401	3497
a	234	1058	5421
a	130	873	9888
a	1467	1550	8070
a	328	1431	4114
a	402	898	6019
a	1875	509	8272
a	533	1664	5359
a	1326	1479	5276
a	1808	450	8191
a	28	1864	221
a	999	1529	5117
a	1026	515	8569
a	1616	1327	8977
a	991	1537	1837
a	101	1567	7693
a	1496	1501	8382
a	180	1942	2095
a	154	1198	369
a	1099	1864	9303
a	1597	969	1879
a	1731	107	1038
a	682	108	3169
a	774	1684	2560
a	578	13	7287
a	1242	36	1472
a	407	1569	4346
a	1173	1894	700
a	412	461	6815
a	1726	338	2412
a	1876	1307	4579
a	1140	699	2192
a	1092	1290	5937
a	479	1547	5091
a	1200	1648	7490
a	1512	1550	7232
a	354	92	1085
a	1276	459	222
a	672	57	2092
a	801	411	3930
a	734	299	3445
a	1947	1584	1095
a	607	59	6821
a	1525	548	1670
a	1896	72	2348
a	1552	1396	9138
a	1538	1339	3914
a	233	1114	2813
a	865	441	3293
a	1660	144	7956
a	925	1183	4621
a	835	1025	8790
a	1757	1802	3768
a	1351	57	9411
a	90	1096	2163
a	1600	715	1841
a	145	377	6539
a	293	1749	3772
a	1261	1568	9436
a	818	928	2829
a	1270	1814	7837
a	970	103	6068
a	20	1506	3340
a	1431	214	1798
a	112	323	3004
a	705	1710	4226
a	610	478	1805
a	156	1250	7449
a	783	1031	7599
a	1101	1032	2533
a	610	1637	2720
a	1963	601	7676
a	1029	727	6975
a	741	905	5141
a	1864	782	8421
a	42	1317	8409
a	764	1534	9420
a	102	253	769
a	1508	1241	530
a	1644	49	9134
a	1591	730	6260
a	1169	365	9456
a	1577	120	6980
a	844	1301	3830
a	1985	963	6443
a	1093	1962	3449
a	1932	206	5318
a	1971	272	9159
a	119	1111	3260
a	1779	1263	9379
a	253	65	1212
a	608	944	4698
a	1620	41	8473
a	1890	832	9069
a	806	1165	6280
a	1800	424	364
a	774	379	2922
a	1253	1276	1393
a	963	334	1102
a	804	1738	2907
a	1138	1344	8660
a	54	13	5200
a	1147	1522	1518
a	1052	732	366
a	504	1860	9441
a	137	727	5326
a	1945	1915	4313
a	416	394	2652
a	1520	1012	5327
a	1764	1119	8122
a	1234	62	2771
a	775	244	2372
a	641	240	3842
a	881	715	6189
a	756	701	9266
a	1328	22	4563
a	890	875	4873
a	523	244	8309
a	671	1688	6597
a	484	984	6202
a	1097	735	1343
a	1581	117	8108
a	1122	890	8409
a	1699	1922	2771
a	1733	1866	3223
a	1092	70	3996
a	294	1597	6847
a	495	1720	2942
a	1680	330	5885
a	1636	539	632
a	222	1811	4342
a	1223	1661	1841
a	1670	964	4483
a	1783	581	7935
a	1658	890	6550
a	519	1574	8369
a	722	686	382
a	1977	1798	3927
a	1967	1118	4835
a	602	488	1067
a	858	1950	8579
a	35	937	5543
a	604	654	8789
a	1840	878	5550
a	833	1920	513
a	756	881	7311
a	1455	719	5477
a	1630	1883	9473
a	1134	10	9971
a	1796	521	8912
a	1930	1543	2627
a	532	578	1781
a	184	304	6643
a	477	757	5790
a	495	1916	990
a	1733	1678	357
a	1496	899	2442
a	1934	667	9655
a	1641	1715	6477
a	1710	1218	9037
a	1523	1726	1303
a	442	655	3561
a	1569	2	1483
a	524	1197	6219
a	1617	382	3372
a	1654	623	8777
a	568	261	9314
a	365	561	543
a	900	332	9217
a	1919	601	6610
a	1760	1086	2476
a	1077	396	6084
a	139	562	7361
a	1580	1257	4207
a	1022	621	3177
a	747	1613	6836
a	720	1195	8160
a	835	1162	5271
a	946	1829	3480
a	1810	14	1034
a	1669	217	3041
a	749	604	3584
a	1872	987	9502
a	758	810	6030
a	223	1461	3160
a	1459	245	5402
a	984	275	7844
a	857	523	7922
a	1189	36	3767
a	1710	1662	7479
a	626	1912	1583
a	1855	1651	5363
a	760	314	1200
a	725	1540	8097
a	709	399	2525
a	1742	783	2502
a	142	1024	7479
a	538	25	8613
a	206	139	5831
a	137	896	7977
a	1297	1768	9651
a	872	1111	1123
a	1082	602	4866
a	1193	1967	6952
a	1248	334	2906
a	1190	545	6580
a	1907	1041	1681
a	35	33	7868
a	254	183	7884
a	609	388	5818
a	1049	1959	7340
a	1091	776	7880
a	685	39	4498
a	1969	1750	4638
a	1167	1447	5711
a	353	710	645
a	595	217	7311
a	1404	1069	8719
a	1199	477	8501
a	139	1691	6061
a	180	913	1950
a	1104	945	589
a	212	1058	556
a	1722	541	1176
a	410	694	6080
a	108	1171	529
a	359	1657	7134
a	1392	1660	7281
a	1380	1173	4195
a	1491	1792	6582
a	739	1255	1531
a	1809	411	654
a	1629	58	7513
a	1470	1043	1369
a	1239	1842	8021
a	1943	1508	450
a	68	989	1879
a	414	225	8783
a	485	1951	3230
a	633	1925	9852
a	1271	1117	9489
a	206	839	6639
a	137	348	8162
a	789	844	3040
a	632	415	9695
a	337	773	9903
a	1259	1546	9021
a	51	563	1015
a	1190	1416	3916
a	1706	1095	8798
a	574	701	9282
a	973	176	9935
a	1081	335	5945
a	452	1077	8358
a	1519	421	2237
a	1023	1130	8187
a	59	1345	7214
a	887	223	1932
a	29	361	5600
a	1005	1860	5848
a	1779	17	2623
a	1207	1544	8627
a	677	525	2036
a	1237	1733	8555
a	460	299	779
a	1163	1710	2678
a	1366	427	8841
a	1498	1991	1638
a	1387	856	4211
a	1394	1716	1269
a	1940	494	7241
a	1958	1875	1140
a	503	1939	9588
a	1891	1292	7581
a	1273	1125	2236
a	1787	1519	1880
a	1315	1044	4226
a	784	1152	2886
a	1764	185	9972
a	383	1794	5405
a	1674	129	2388
a	770	1455	1121
a	761	470	8398
a	67	1093	3894
a	1420	1077	3655
a	1833	608	43
a	1669	1930	8853
a	87	874	7117
a	237	1721	7808
a	1567	1007	7876
a	334	1005	6099
a	1754	226	8163
a	66	547	2887
a	691	44	4559
a	1005	1416	521
a	322	601	1257
a	1703	159	8913
a	361	1253	2560
a	112	173	4692
a	511	63	8522
a	1170	66	9727
a	1850	672	8174
a	506	1949	3968
a	893	1055	6467
a	700	1865	540
a	1373	1609	6311
a	734	29	7913
a	199	658	1164
a	42	1755	8690
a	1787	1835	6387
a	939	859	2269
a	134	1275	8306
a	727	844	6974
a	1852	1945	6432
a	842	98	2044
a	1340	229	1756
a	58	725	2734
a	1750	824	7204
a	793	1458	1879
a	830	643	3539
a	1222	129	7376
a	355	1761	526
a	1630	258	7482
a	1653	1699	2993
a	1690	607	3402
a	103	1843	559
a	1609	517	9725
a	1436	551	3019
a	228	660	3565
a	122	1907	9543
a	27	579	8448
a	1226	95	5916
a	1445	319	364
a	1705	1838	9706
a	96	110	43
a	908	1651	2815
a	1576	233	2266
