p	max	100	2500
n	1	s	
n	2	t	
a	89	11	5562
a	39	70	889
a	11	90	4885
a	29	44	8868
a	68	25	6854
a	73	82	6276
a	1	64	7596
a	97	52	7786
a	69	38	9961
a	17	64	8211
a	20	75	7380
a	41	74	386
a	42	88	1195
a	45	61	5848
a	49	58	9446
a	52	17	6231
a	3	2	649
a	8	87	5615
a	64	20	7320
a	45	78	3433
a	28	10	6841
a	31	15	6463
a	89	12	8785
a	70	94	5736
a	75	97	4566
a	7	22	1872
a	29	37	1877
a	11	83	1657
a	16	38	3437
a	54	87	1174
a	1	89	5601
a	97	77	4732
a	80	3	3750
a	88	67	6821
a	19	96	5671
a	76	87	9075
a	24	21	3106
a	45	54	7728
a	66	93	5077
a	67	89	2544
a	87	10	9769
a	91	79	2651
a	23	84	3153
a	99	31	775
a	32	68	993
a	21	46	527
a	78	49	7311
a	8	45	6303
a	46	30	7010
a	33	59	3620
a	72	74	2971
a	73	92	9706
a	41	43	2994
a	5	53	9222
a	98	76	6553
a	61	56	8565
a	83	23	983
a	47	5	9020
a	12	41	8395
a	73	45	1066
a	20	89	5633
a	24	28	9974
a	98	63	4115
a	5	70	3110
a	45	47	8863
a	74	52	400
a	25	3	5062
a	8	69	5309
a	64	98	1142
a	82	52	2682
a	28	24	4066
a	89	30	5344
a	18	98	7161
a	4	17	5782
a	7	4	7089
a	65	5	6720
a	33	60	7196
a	22	30	9571
a	97	95	4198
a	61	49	8683
a	27	65	5139
a	12	32	4736
a	20	96	7903
a	94	43	8020
a	24	99	5863
a	49	45	4930
a	91	93	7617
a	92	69	8769
a	40	99	2210
a	38	9	4593
a	25	4	9504
a	63	19	5375
a	70	67	400
a	71	83	5626
a	95	89	421
a	78	3	778
a	26	45	4488
a	63	96	1971
a	16	11	323
a	79	32	2650
a	66	55	2756
a	69	26	3020
a	52	70	899
a	17	44	4902
a	91	37	813
a	51	76	150
a	37	33	3766
a	45	33	6910
a	84	12	7230
a	91	82	911
a	50	63	7019
a	72	16	5216
a	18	84	3313
a	1	52	1488
a	57	87	918
a	26	52	7900
a	65	23	6205
a	29	9	4025
a	51	36	7775
a	90	9	7732
a	58	62	1003
a	61	67	2399
a	62	83	397
a	47	16	1152
a	30	56	4726
a	17	37	6647
a	59	21	370
a	77	67	7041
a	62	34	6906
a	30	75	1949
a	55	65	465
a	95	62	2795
a	82	33	9631
a	33	86	228
a	53	27	6298
a	78	13	4987
a	26	63	546
a	100	26	7093
a	29	2	561
a	51	45	9503
a	19	20	2179
a	88	38	3379
a	51	90	2657
a	34	62	3726
a	15	64	5670
a	52	84	5349
a	55	41	5051
a	94	28	8814
a	42	46	8610
a	13	42	443
a	35	5	2186
a	74	40	9776
a	96	21	6084
a	82	24	1480
a	50	49	4971
a	22	75	6855
a	46	61	8918
a	69	100	4295
a	51	50	2569
a	54	13	1469
a	41	8	7919
a	5	18	8476
a	83	56	6395
a	30	42	9839
a	86	71	3135
a	23	25	367
a	62	44	2005
a	70	28	3231
a	96	44	3717
a	95	44	908
a	60	2	5517
a	43	58	4760
a	99	41	8571
a	11	21	8405
a	85	6	6652
a	29	99	9475
a	18	65	6032
a	58	88	8162
a	7	97	9429
a	83	80	1571
a	48	30	1719
a	68	81	9608
a	76	17	700
a	5	27	8069
a	79	4	9858
a	62	68	4169
a	66	27	6536
a	87	68	5062
a	76	96	5853
a	24	70	3577
a	84	32	9175
a	70	23	1798
a	35	51	4010
a	95	21	8608
a	85	15	980
a	39	7	3201
a	80	60	4286
a	83	89	6474
a	48	21	3716
a	73	19	2873
a	36	97	6417
a	5	4	1364
a	62	79	6745
a	30	20	5352
a	52	33	161
a	59	49	9824
a	24	77	2991
a	6	45	1708
a	38	39	9647
a	3	67	6144
a	96	58	2634
a	95	18	8947
a	60	16	7312
a	64	83	5265
a	65	91	4173
a	72	51	7170
a	71	37	7826
a	22	92	1072
a	80	51	3436
a	61	15	3644
a	47	76	8376
a	41	99	6851
a	9	74	5718
a	34	66	674
a	91	31	3228
a	59	54	3029
a	42	2	8395
a	25	74	9050
a	64	59	6529
a	10	43	2579
a	84	54	2098
a	50	66	7089
a	89	37	4852
a	18	27	1227
a	40	52	4884
a	3	72	2521
a	95	27	2525
a	28	64	5378
a	29	78	2255
a	14	23	498
a	71	34	7290
a	1	98	4086
a	97	22	7682
a	61	8	5858
a	44	64	2155
a	46	89	5825
a	51	14	6830
a	19	57	5187
a	93	66	5483
a	76	62	3462
a	24	44	5942
a	79	19	639
a	86	99	5478
a	87	83	4143
a	35	89	7080
a	56	50	6821
a	96	89	8599
a	24	91	7385
a	42	13	9419
a	92	13	219
a	75	79	326
a	4	65	8118
a	100	93	2842
a	63	43	3594
a	7	52	5753
a	89	95	7655
a	53	65	9156
a	71	27	4521
a	46	96	2852
a	48	58	8456
a	88	97	3271
a	56	74	44
a	76	53	9418
a	94	91	8854
a	98	6	8307
a	79	24	7380
a	62	96	6406
a	59	68	1348
a	60	78	4350
a	81	87	1511
a	67	4	8048
a	13	64	7145
a	35	47	8063
a	92	4	4228
a	57	30	2077
a	38	72	640
a	40	34	4929
a	4	72	4647
a	99	74	2206
a	8	11	935
a	65	46	1989
a	63	80	4566
a	11	54	4596
a	85	35	4697
a	53	74	5662
a	22	97	8331
a	78	66	5954
a	61	26	2313
a	7	66	4683
a	86	2	6696
a	51	28	9276
a	69	74	9373
a	19	71	4376
a	37	17	9850
a	93	84	9810
a	27	7	9041
a	49	22	2062
a	74	22	8697
a	25	93	4457
a	81	72	5031
a	82	86	1767
a	23	51	7441
a	45	98	1777
a	32	57	5155
a	40	41	6080
a	63	89	8800
a	65	39	7629
a	29	89	3239
a	68	20	7352
a	90	89	7744
a	97	57	5464
a	80	31	9996
a	61	19	1156
a	86	5	9989
a	15	11	4834
a	56	88	3939
a	5	97	4812
a	81	48	1771
a	45	91	1615
a	28	53	4921
a	32	48	5037
a	31	24	9075
a	53	43	5803
a	92	26	521
a	100	74	9969
a	29	82	2686
a	90	32	5155
a	53	92	337
a	1	78	6922
a	80	22	6985
a	79	70	6791
a	69	60	7267
a	15	16	3378
a	19	85	6403
a	37	3	4226
a	41	64	1933
a	98	19	1943
a	27	21	2714
a	34	97	5947
a	74	24	482
a	77	61	2877
a	45	84	5451
a	84	81	894
a	14	75	6046
a	4	37	1897
a	7	24	9146
a	65	49	5349
a	68	26	5061
a	16	32	9980
a	72	93	6155
a	90	43	7133
a	58	16	5426
a	41	56	665
a	22	10	4178
a	9	7	168
a	48	38	8611
a	34	9	9651
a	15	25	2774
a	17	71	3167
a	52	99	6103
a	37	12	2246
a	62	28	5168
a	13	19	913
a	87	12	6780
a	74	3	8191
a	59	96	9688
a	60	82	9553
a	25	48	1878
a	99	25	5246
a	45	77	789
a	50	24	1358
a	78	47	4715
a	7	17	1874
a	90	50	3094
a	93	7	1376
a	58	27	7909
a	41	33	4737
a	78	94	620
a	79	84	6058
a	44	26	7622
a	83	17	8291
a	76	80	4035
a	94	62	573
a	5	92	8889
a	81	27	9400
a	6	90	3345
a	49	50	6081
a	25	57	1782
a	99	30	9098
a	85	95	2103
a	50	19	8486
a	14	85	441
a	89	20	9823
a	1	32	4640
a	40	5	9264
a	21	45	2506
a	78	54	1419
a	11	75	6427
a	12	91	7776
a	90	61	470
a	36	81	7923
a	54	47	61
a	1	81	9443
a	5	52	9362
a	83	22	6022
a	66	34	3439
a	12	42	8495
a	51	65	420
a	94	33	7946
a	45	46	8837
a	66	85	3472
a	13	5	7233
a	74	53	4555
a	96	10	2255
a	60	96	9639
a	25	2	2779
a	8	70	6801
a	82	53	5381
a	28	25	2921
a	50	10	4650
a	33	66	1453
a	70	73	6562
a	75	30	3034
a	40	12	2670
a	95	83	11
a	78	57	6764
a	65	4	3781
a	16	21	8786
a	36	88	5603
a	22	31	1281
a	27	64	9572
a	83	31	3724
a	12	33	3083
a	51	70	722
a	59	6	7323
a	42	50	3870
a	24	100	6608
a	45	39	4879
a	10	27	9753
a	70	49	3842
a	91	92	8244
a	74	60	6749
a	25	11	3069
a	70	64	9262
a	58	69	9830
a	21	63	7205
a	46	41	4155
a	73	77	5222
a	27	89	3592
a	30	54	8968
a	17	35	4232
a	91	36	5004
a	25	99	6139
a	84	13	8561
a	67	79	5979
a	35	22	6266
a	91	85	7884
a	55	75	9657
a	82	39	6998
a	63	27	9342
a	50	60	6694
a	71	75	794
a	18	85	9129
a	21	56	7193
a	26	53	1403
a	54	48	3052
a	41	29	7162
a	98	86	3278
a	69	2	8443
a	94	26	8721
a	77	66	5198
a	23	10	9315
a	45	25	5635
a	10	13	9298
a	49	94	6584
a	13	48	1410
a	70	35	4479
a	74	46	7019
a	40	82	665
a	60	13	7579
a	82	30	3278
a	71	64	5482
a	18	76	8025
a	53	26	1190
a	57	95	6120
a	58	87	3829
a	39	27	9439
a	78	18	2565
a	26	60	4948
a	83	69	589
a	37	65	3417
a	22	32	2756
a	5	40	7082
a	79	49	1596
