p	max	500	20000
n	1	s	
n	2	t	
a	33	440	723
a	416	288	82
a	252	36	181
a	312	241	161
a	42	294	440
a	360	157	391
a	450	3	845
a	90	42	592
a	32	367	604
a	251	85	900
a	18	334	944
a	274	228	178
a	497	326	641
a	460	334	386
a	354	201	907
a	227	45	913
a	326	291	447
a	478	126	584
a	5	374	723
a	99	244	247
a	62	456	963
a	355	350	827
a	136	330	255
a	175	43	389
a	424	69	429
a	89	351	237
a	151	387	848
a	301	274	671
a	107	79	740
a	273	497	787
a	93	144	629
a	358	220	924
a	268	44	391
a	196	286	72
a	468	475	841
a	25	402	392
a	486	195	373
a	22	353	692
a	183	214	53
a	153	359	530
a	319	310	551
a	12	414	372
a	72	113	968
a	381	217	999
a	44	15	870
a	348	437	607
a	78	218	558
a	484	85	893
a	11	303	250
a	394	189	619
a	43	222	760
a	336	100	382
a	15	348	773
a	474	254	584
a	294	301	952
a	100	20	247
a	137	486	888
a	109	482	461
a	19	6	64
a	5	39	938
a	134	469	361
a	436	165	565
a	85	250	303
a	350	246	429
a	260	26	674
a	435	20	246
a	165	131	78
a	86	399	876
a	19	450	571
a	169	81	358
a	60	157	936
a	212	64	458
a	122	450	565
a	468	170	117
a	64	119	784
a	22	176	99
a	301	391	41
a	206	316	396
a	35	180	367
a	44	318	41
a	443	203	566
a	55	94	517
a	477	488	967
a	48	136	51
a	267	118	854
a	471	492	116
a	210	406	233
a	270	452	162
a	452	495	501
a	369	319	160
a	422	259	439
a	295	19	877
a	394	288	270
a	440	94	334
a	80	69	89
a	389	107	79
a	15	33	815
a	446	487	940
a	146	483	673
a	492	353	630
a	427	470	693
a	422	207	646
a	242	459	228
a	99	46	136
a	249	413	163
a	122	149	829
a	302	401	778
a	288	239	902
a	198	294	468
a	94	215	828
a	387	245	166
a	27	138	288
a	140	491	78
a	412	320	267
a	112	50	629
a	331	272	760
a	61	103	113
a	250	160	231
a	40	190	347
a	439	302	200
a	448	131	251
a	97	172	196
a	83	497	134
a	373	376	80
a	172	344	570
a	324	163	128
a	287	57	69
a	70	443	19
a	372	183	677
a	21	254	975
a	390	461	133
a	219	189	137
a	115	124	186
a	357	7	45
a	290	64	192
a	485	308	398
a	238	84	416
a	42	323	762
a	404	302	441
a	81	495	855
a	76	166	878
a	237	117	568
a	184	127	422
a	80	176	901
a	209	476	497
a	15	170	294
a	460	299	325
a	354	290	135
a	356	404	869
a	351	147	799
a	397	423	361
a	23	365	753
a	226	91	994
a	353	491	869
a	355	293	353
a	431	248	201
a	131	212	410
a	387	126	347
a	396	240	669
a	255	85	921
a	444	228	39
a	248	477	900
a	121	81	686
a	430	51	524
a	197	492	206
a	453	114	973
a	130	439	16
a	335	114	627
a	254	358	247
a	475	484	615
a	221	152	297
a	371	311	679
a	25	437	614
a	64	349	414
a	500	81	155
a	304	204	410
a	73	385	647
a	220	455	984
a	370	468	180
a	206	22	719
a	125	94	427
a	208	406	647
a	44	36	431
a	120	322	179
a	300	446	415
a	67	477	948
a	30	211	39
a	323	103	478
a	360	337	940
a	394	134	85
a	20	60	945
a	52	333	11
a	241	316	468
a	284	415	471
a	51	444	655
a	143	84	918
a	473	466	255
a	422	53	393
a	85	229	193
a	87	443	378
a	218	425	204
a	398	173	572
a	38	116	324
a	236	53	182
a	478	14	58
a	448	45	286
a	434	80	931
a	397	92	60
a	166	411	737
a	83	331	283
a	249	183	374
a	212	45	477
a	122	431	524
a	500	352	394
a	463	156	573
a	163	368	89
a	248	360	282
a	102	214	321
a	432	302	27
a	395	178	528
a	148	474	352
a	480	58	213
a	443	174	41
a	300	237	90
a	376	123	51
a	466	5	25
a	415	204	722
a	325	334	403
a	258	281	257
a	334	52	646
a	315	345	91
a	333	85	140
a	423	471	904
a	499	149	394
a	485	106	76
a	427	33	943
a	30	94	476
a	309	13	916
a	124	28	912
a	170	212	922
a	412	185	766
a	105	441	468
a	15	460	166
a	218	248	297
a	460	141	590
a	446	456	50
a	123	77	575
a	455	138	114
a	65	244	329
a	90	289	135
a	240	382	729
a	203	66	559
a	166	74	380
a	60	457	615
a	80	422	454
a	133	420	732
a	260	170	515
a	283	91	591
a	269	164	485
a	278	338	396
a	444	78	969
a	250	141	526
a	469	493	708
a	93	465	21
a	402	470	935
a	60	13	828
a	353	253	331
a	316	487	730
a	173	298	192
a	249	60	218
a	168	182	62
a	117	253	433
a	103	62	1
a	202	349	962
a	59	188	863
a	144	478	444
a	40	287	509
a	192	458	138
a	432	89	164
a	305	173	720
a	97	323	826
a	210	226	27
a	390	486	758
a	196	17	973
a	346	418	175
a	55	462	551
a	152	151	831
a	25	143	505
a	281	309	850
a	48	24	720
a	34	199	767
a	45	325	900
a	232	340	750
a	54	189	314
a	77	116	549
a	10	63	392
a	342	376	997
a	247	309	339
a	413	451	249
a	473	360	174
a	78	465	330
a	228	454	837
a	124	151	810
a	274	154	169
a	20	458	833
a	223	333	913
a	479	215	435
a	389	251	115
a	460	256	41
a	63	357	666
a	160	76	44
a	194	359	521
a	51	146	237
a	23	328	922
a	212	391	155
a	274	350	935
a	202	12	99
a	331	480	599
a	338	444	126
a	250	272	118
a	70	15	198
a	282	23	241
a	178	484	986
a	291	223	388
a	182	407	880
a	221	179	347
a	168	289	45
a	371	346	575
a	34	406	369
a	396	273	56
a	36	248	195
a	419	240	765
a	82	106	951
a	45	118	493
a	257	110	108
a	183	232	738
a	24	271	459
a	499	47	350
a	372	295	7
a	12	464	532
a	471	173	514
a	81	179	556
a	337	201	64
a	300	475	491
a	7	79	333
a	196	132	8
a	447	21	113
a	366	159	811
a	119	445	400
a	105	343	218
a	437	432	457
a	63	42	923
a	56	220	754
a	53	241	639
a	332	392	319
a	392	77	433
a	318	207	740
a	161	272	153
a	403	335	554
a	260	76	531
a	80	320	482
a	308	336	120
a	421	95	985
a	317	30	73
a	264	150	243
a	407	156	316
a	51	31	339
a	249	154	606
a	302	140	982
a	69	399	463
a	117	403	779
a	202	435	534
a	59	262	865
a	151	494	920
a	444	340	986
a	481	104	755
a	391	319	749
a	250	423	539
a	107	498	494
a	386	221	637
a	49	445	407
a	358	129	621
a	330	430	493
a	233	313	677
a	475	276	641
a	200	29	280
a	315	316	408
a	232	398	969
a	310	241	23
a	183	381	774
a	176	245	459
a	266	123	374
a	261	292	82
a	157	243	600
a	450	383	106
a	48	270	488
a	403	28	624
a	488	468	480
a	347	395	923
a	280	448	835
a	190	71	684
a	146	409	33
a	365	35	856
a	434	412	109
a	459	51	757
a	422	133	171
a	369	177	585
a	94	285	151
a	80	443	246
a	27	196	200
a	283	126	606
a	412	282	513
a	151	191	18
a	296	114	478
a	434	32	782
a	127	189	945
a	166	491	741
a	406	90	835
a	311	347	111
a	387	379	13
a	500	144	698
a	177	147	164
a	70	369	17
a	384	386	529
a	49	42	860
a	300	125	771
a	159	202	866
a	152	188	979
a	78	62	558
a	103	473	329
a	253	44	838
a	6	186	251
a	262	80	759
a	135	482	478
a	234	427	909
a	437	214	71
a	24	101	18
a	483	392	204
a	381	313	560
a	441	124	777
a	208	145	695
a	67	214	620
a	270	409	181
a	53	23	180
a	369	482	75
a	147	63	620
a	313	299	517
a	479	242	106
a	218	360	397
a	165	431	369
a	123	61	624
a	118	368	551
a	473	207	979
a	166	218	3
a	108	461	19
a	140	336	385
a	84	21	22
a	340	127	706
a	26	138	406
a	141	203	459
a	457	14	821
a	187	373	376
a	226	469	656
a	466	452	528
a	46	56	749
a	16	123	115
a	55	186	280
a	177	8	82
a	126	245	721
a	70	492	313
a	384	285	276
a	254	232	168
a	291	382	209
a	148	221	244
a	443	427	408
a	390	118	944
a	120	268	581
a	129	248	671
a	447	496	112
a	87	73	760
a	34	55	382
a	417	165	545
a	57	398	347
a	239	114	886
a	149	358	932
a	495	484	214
a	105	378	412
a	100	443	868
a	321	291	657
a	30	341	531
a	53	156	308
a	459	157	986
a	332	101	498
a	9	94	74
a	318	208	301
a	378	295	494
a	431	275	324
a	161	267	441
a	170	491	820
a	156	10	215
a	216	293	988
a	269	485	995
a	421	186	824
a	288	463	249
a	145	458	844
a	297	279	315
a	64	38	801
a	142	393	429
a	98	349	51
a	377	146	788
a	453	45	700
a	206	495	589
a	79	103	954
a	245	395	459
a	277	128	357
a	443	120	21
a	233	348	792
a	196	336	863
a	55	15	718
a	281	246	430
a	177	389	235
a	267	7	589
a	126	96	306
a	495	181	164
a	135	4	421
a	465	386	942
a	428	18	525
a	128	254	285
a	183	280	820
a	257	414	177
a	266	68	30
a	176	202	588
a	238	376	714
a	367	92	978
a	404	458	451
a	30	4	308
a	357	487	946
a	43	24	316
a	299	434	137
a	389	60	194
a	285	251	8
a	294	363	617
a	280	485	474
a	356	176	219
a	86	9	679
a	160	139	410
a	19	64	556
a	321	184	482
a	180	245	492
a	143	483	928
a	39	274	980
a	445	215	516
a	237	405	856
a	274	417	559
a	350	204	63
a	320	367	864
a	412	311	394
a	472	90	635
a	400	358	790
a	259	45	272
