p	max	500	20000
n	1	s	
n	2	t	
a	342	418	6136
a	275	487	3254
a	261	216	7043
a	171	86	7483
a	427	224	6189
a	81	468	8995
a	104	115	5385
a	360	157	6964
a	39	471	2431
a	459	211	2243
a	124	221	3749
a	470	433	3175
a	218	313	4510
a	264	33	3229
a	17	287	2722
a	284	211	3778
a	69	468	2388
a	94	57	1216
a	350	455	8091
a	236	361	6370
a	3	152	9063
a	432	350	739
a	406	166	6803
a	429	127	5950
a	348	113	4364
a	408	262	5323
a	315	489	7142
a	361	123	8229
a	77	367	118
a	372	285	1393
a	229	436	1733
a	485	26	9441
a	21	408	8721
a	461	242	4276
a	470	128	8373
a	96	437	9283
a	43	222	8329
a	119	363	2459
a	460	61	2779
a	100	20	145
a	185	498	860
a	5	39	8971
a	171	195	6741
a	464	343	4970
a	247	116	4056
a	194	96	9864
a	104	254	8033
a	90	433	270
a	392	3	8982
a	246	423	4141
a	193	41	2212
a	398	136	9521
a	98	230	5824
a	160	269	1258
a	397	65	2885
a	315	166	7528
a	188	168	7894
a	248	131	1630
a	462	170	6595
a	409	94	3697
a	395	223	5551
a	277	223	4086
a	150	327	8282
a	286	263	7574
a	196	385	2499
a	267	118	9999
a	486	382	6410
a	239	146	6512
a	172	41	2949
a	437	187	9465
a	220	317	3990
a	33	262	7441
a	162	98	6553
a	111	69	1402
a	185	195	705
a	210	406	7406
a	219	492	5718
a	265	196	1071
a	357	342	88
a	403	82	7563
a	52	171	4104
a	15	33	1577
a	347	497	2381
a	204	94	9783
a	137	147	4460
a	446	487	1868
a	146	483	8754
a	247	201	1851
a	397	306	6146
a	90	260	9479
a	473	180	9314
a	436	296	1127
a	445	38	3364
a	401	64	9572
a	131	363	809
a	50	361	5856
a	435	225	8360
a	165	8	3288
a	278	377	7947
a	317	221	36
a	236	403	8854
a	273	159	3305
a	448	131	9303
a	457	91	5286
a	187	302	5947
a	46	231	4729
a	175	449	4218
a	415	470	7709
a	477	185	8557
a	64	450	802
a	103	35	1949
a	391	254	8915
a	121	256	5608
a	361	273	5251
a	324	163	5185
a	384	328	357
a	386	282	4515
a	153	61	9572
a	79	187	810
a	49	124	7308
a	395	72	8384
a	254	183	765
a	210	201	5241
a	67	336	4391
a	452	158	491
a	182	35	5708
a	92	165	6940
a	103	487	7742
a	267	227	9698
a	149	267	6655
a	299	146	2667
a	105	199	8431
a	324	359	7140
a	294	395	4390
a	280	197	9434
a	137	348	8984
a	275	458	717
a	427	135	8920
a	194	134	7919
a	67	172	5742
a	53	65	6071
a	189	385	8125
a	378	458	3959
a	237	117	9439
a	313	349	6767
a	80	176	7771
a	52	62	2700
a	398	38	8349
a	218	290	4514
a	303	239	1682
a	17	306	3132
a	307	25	6052
a	198	157	6261
a	491	421	1397
a	41	86	427
a	350	488	928
a	117	483	2986
a	246	137	4593
a	433	492	6224
a	278	244	8565
a	248	477	5997
a	250	311	7225
a	236	262	7019
a	420	476	2006
a	443	21	4147
a	286	445	8715
a	196	315	3564
a	325	473	7321
a	92	500	9533
a	258	386	7
a	463	335	4619
a	36	275	6615
a	442	86	1608
a	465	351	1244
a	428	101	6524
a	324	22	2306
a	91	293	9060
a	310	65	6448
a	462	444	2817
a	337	54	7423
a	461	205	5180
a	447	14	9624
a	253	363	3911
a	200	329	2330
a	440	312	5227
a	437	405	6993
a	460	26	8979
a	356	219	8499
a	393	87	4417
a	33	40	9279
a	56	247	9732
a	312	97	3983
a	111	339	3945
a	247	403	2146
a	53	214	8184
a	143	84	2658
a	401	238	1491
a	60	250	4205
a	353	352	6228
a	16	368	839
a	193	392	5510
a	359	31	4802
a	349	438	7856
a	409	65	760
a	178	318	2605
a	148	474	5787
a	443	174	5440
a	7	353	824
a	337	487	4948
a	376	123	1370
a	196	430	4962
a	489	188	3117
a	55	117	933
a	230	197	5784
a	267	77	4373
a	103	329	94
a	91	446	9768
a	54	38	8660
a	310	220	2819
a	10	136	6363
a	367	138	7137
a	210	435	7530
a	157	216	5456
a	39	148	9808
a	392	343	6104
a	228	83	5824
a	447	179	6845
a	394	269	1963
a	43	110	425
a	336	244	884
a	165	479	8699
a	354	392	6729
a	416	43	6595
a	132	191	4902
a	425	179	4699
a	14	191	3529
a	434	387	8612
a	473	95	6133
a	355	159	5147
a	191	493	6224
a	265	363	125
a	94	248	3681
a	27	161	4179
a	331	375	9474
a	151	192	8248
a	317	184	1490
a	227	294	2983
a	487	249	3175
a	463	481	8282
a	50	134	3877
a	82	247	5727
a	121	363	2904
a	453	364	9557
a	220	105	537
a	349	267	8937
a	49	87	5848
a	358	475	6906
a	395	47	2468
a	125	292	6173
a	432	89	2511
a	328	26	5048
a	67	375	4376
a	196	17	9497
a	129	72	4423
a	295	351	1008
a	371	13	3568
a	138	406	2707
a	239	2	3852
a	276	120	6301
a	195	104	4186
a	257	349	623
a	370	254	7402
a	319	11	4611
a	42	364	6
a	143	238	2092
a	498	237	1417
a	214	17	8724
a	237	144	2183
a	184	100	475
a	57	218	5233
a	313	320	7658
a	398	75	5530
a	213	72	7728
a	351	190	9529
a	307	60	4376
a	496	67	7302
a	23	328	6052
a	189	32	8720
a	99	190	2920
a	302	257	5401
a	491	440	1931
a	424	399	7000
a	297	135	6992
a	387	5	6370
a	250	272	3889
a	287	373	1779
a	490	259	1263
a	40	78	7543
a	282	23	6262
a	178	484	1071
a	457	43	1029
a	383	429	375
a	150	6	1367
a	376	469	5229
a	325	484	4472
a	267	439	5206
a	103	179	3681
a	126	16	4014
a	382	126	5427
a	68	169	6087
a	453	465	5945
a	24	271	2942
a	139	78	3633
a	432	212	9856
a	441	362	2366
a	196	132	3557
a	385	371	7561
a	138	29	4853
a	147	297	9311
a	96	399	2266
a	149	379	1909
a	6	28	8175
a	181	10	8985
a	54	264	1942
a	204	413	7471
a	243	449	6580
a	356	32	5266
a	289	249	928
a	284	436	2966
a	270	195	2261
a	392	77	7651
a	265	449	7074
a	94	406	5289
a	472	170	2251
a	271	332	6485
a	368	459	1845
a	497	297	2808
a	377	371	3814
a	400	470	4744
a	492	100	5568
a	169	31	9883
a	302	140	1748
a	145	439	4319
a	491	53	3313
a	350	376	2453
a	98	352	7055
a	61	364	9968
a	301	445	5467
a	197	124	2914
a	107	498	6584
a	273	420	3050
a	476	165	2286
a	439	467	2234
a	153	254	7271
a	102	299	2284
a	88	421	3294
a	35	254	8609
a	466	30	7546
a	339	340	7281
a	304	92	8630
a	405	178	4144
a	172	99	1749
a	128	217	8636
a	153	314	7282
a	499	184	5498
a	162	56	6221
a	48	270	8086
a	6	395	8620
a	15	491	2745
a	204	16	2877
a	422	133	2881
a	99	24	1204
a	265	334	4835
a	378	193	7431
a	32	79	1144
a	108	346	838
a	145	224	1576
a	260	183	6127
a	193	252	6473
a	412	282	1985
a	322	408	8740
a	227	269	7768
a	236	69	2236
a	273	213	4600
a	222	240	9299
a	409	437	6701
a	282	173	4907
a	178	74	8588
a	344	158	3226
a	302	27	2515
a	362	270	4850
a	25	374	9336
a	13	493	6227
a	442	265	540
a	107	367	9680
a	1	286	8226
a	476	56	8097
a	206	337	777
a	358	60	5924
a	254	125	6456
a	148	330	2328
a	443	286	9155
a	7	497	6955
a	429	287	5603
a	489	76	7639
a	348	145	7661
a	438	23	4596
a	115	134	3618
a	205	312	1785
a	78	62	5306
a	414	175	4773
a	324	297	8140
a	91	46	9275
a	257	368	8373
a	24	101	3041
a	190	438	7561
a	266	494	1419
a	72	337	9144
a	312	288	3602
a	208	145	6203
a	464	43	6176
a	247	336	2153
a	180	287	5886
a	39	100	2956
a	228	35	6291
a	378	400	3063
a	380	230	7474
a	327	297	7804
a	158	477	8657
a	218	360	6580
a	165	431	6875
a	446	344	7913
a	123	61	2817
a	56	498	7043
a	169	181	9680
a	14	47	1272
a	23	295	5807
a	99	133	1138
a	32	218	6203
a	364	103	5549
a	435	308	5937
a	250	253	1299
a	23	235	4127
a	244	241	655
a	64	279	8151
a	177	8	7091
a	382	67	4252
a	315	390	1732
a	68	182	96
a	414	350	275
a	220	25	629
a	206	220	9843
a	372	204	7076
a	229	325	2201
a	291	382	568
a	21	73	8878
a	348	484	6900
a	484	228	739
a	110	282	134
a	20	6	10
a	239	114	5105
a	149	358	8141
a	43	175	1676
a	6	49	2015
a	299	57	2106
a	336	435	8602
a	135	343	7372
a	347	213	7970
a	280	282	3690
a	446	139	5965
a	185	419	8472
a	275	33	2612
a	261	30	3421
a	464	422	5255
a	323	493	4415
a	90	480	7319
a	136	200	5820
a	341	145	4387
a	479	103	8150
a	246	278	676
a	19	371	2331
a	455	399	6057
a	169	34	2972
a	71	332	8952
a	145	458	668
a	424	31	2788
a	387	405	7440
a	373	36	3834
a	278	89	3302
a	151	453	3363
a	444	177	611
a	467	16	9693
a	250	384	6919
a	40	478	6939
a	116	361	3198
a	282	391	8828
a	37	447	4207
a	173	47	4222
a	385	39	1671
a	477	345	8430
a	34	262	4826
a	382	462	9610
a	405	157	2947
